name,bigquery_type,description_pt,description_en,description_es,temporal_coverage,covered_by_dictionary,directory_column,measurement_unit,has_sensitive_data,observations_pt,observations_en,observations_es,original_name
registry_dataset_id,STRING,Identificador do conjunto de dados no Registro IATI de onde a linha veio,Identifier of the dataset in the IATI Registry the row came from,Identificador del conjunto de datos en el Registro IATI del que proviene la fila,,no,,,no,Resolve para https://www.iatiregistry.org/dataset/<valor>,Resolves to https://www.iatiregistry.org/dataset/<value>,Resuelve a https://www.iatiregistry.org/dataset/<valor>,dataset
publisher_id,STRING,Identificador da organização publicadora no Registro IATI,Identifier of the publishing organisation in the IATI Registry,Identificador de la organización publicadora en el Registro IATI,,no,,,no,"Resolve para https://www.iatiregistry.org/publisher/<valor>. É quem registrou o arquivo, que nem sempre é a organização que reporta a atividade (reporting_org_id)","Resolves to https://www.iatiregistry.org/publisher/<value>. This is who registered the file, which is not always the organisation reporting the activity (reporting_org_id)","Resuelve a https://www.iatiregistry.org/publisher/<valor>. Es quien registró el archivo, que no siempre es la organización que reporta la actividad (reporting_org_id)",prefix
activity_id,STRING,Identificador único da atividade nesta base,Unique identifier of the activity in this database,Identificador único de la actividad en esta base,,no,,,no,Chave sintética atribuída pelo IATI Tables (_link). Não é estável entre execuções: use iati_identifier para acompanhar uma atividade ao longo do tempo,Synthetic key assigned by IATI Tables (_link). It is not stable across runs: use iati_identifier to follow an activity over time,Clave sintética asignada por IATI Tables (_link). No es estable entre ejecuciones: use iati_identifier para seguir una actividad a lo largo del tiempo,_link_activity
iati_identifier,STRING,"Identificador global e único da atividade, atribuído pela organização que a reporta","Globally unique identifier of the activity, assigned by the organisation reporting it","Identificador global y único de la actividad, asignado por la organización que la reporta",,no,,,no,"Chave estável entre execuções, ao contrário de activity_id","Stable across runs, unlike activity_id","Clave estable entre ejecuciones, a diferencia de activity_id",iatiidentifier
reporting_org_id,STRING,Identificador IATI da organização que reporta a atividade,IATI identifier of the organisation reporting the activity,Identificador IATI de la organización que reporta la actividad,,no,,,no,,,,reportingorg_ref
licence_id,STRING,Licença sob a qual a organização publicadora liberou o conjunto de dados de origem,Licence under which the publishing organisation released the source dataset,Licencia bajo la cual la organización publicadora liberó el conjunto de datos de origen,,no,,,no,"Não existe no IATI Tables: é unido pela Data Basis a partir do índice do Bulk Data Service (short_name). Os dados IATI são licenciados por publicador, não por corpus; os 16 conjuntos não comerciais (cc-nc, other-nc) foram removidos. Vazio ou 'notspecified' significa que o publicador não declarou licença","Absent from IATI Tables: joined by Data Basis from the Bulk Data Service index (short_name). IATI data is licensed per publisher, not per corpus; the 16 non-commercial datasets (cc-nc, other-nc) were dropped. Blank or 'notspecified' means the publisher declared no licence","No existe en IATI Tables: es unido por Data Basis a partir del índice del Bulk Data Service (short_name). Los datos IATI se licencian por publicador, no por corpus; los 16 conjuntos no comerciales (cc-nc, other-nc) fueron eliminados. Vacío o 'notspecified' significa que el publicador no declaró licencia",
title,STRING,Título da atividade,Title of the activity,Título de la actividad,,no,,,no,"O IATI permite o mesmo texto em vários idiomas; o IATI Tables achata todos em uma única cadeia, no formato 'texto, FR: texte, ES: texto'","IATI allows the same text in several languages; IATI Tables flattens them all into a single string, formatted 'text, FR: texte, ES: texto'","IATI permite el mismo texto en varios idiomas; IATI Tables aplana todos en una única cadena, con el formato 'texto, FR: texte, ES: texto'",title_narrative
reporting_org_name,STRING,Nome da organização que reporta a atividade,Name of the organisation reporting the activity,Nombre de la organización que reporta la actividad,,no,,,no,"O IATI permite o mesmo texto em vários idiomas; o IATI Tables achata todos em uma única cadeia, no formato 'texto, FR: texte, ES: texto'","IATI allows the same text in several languages; IATI Tables flattens them all into a single string, formatted 'text, FR: texte, ES: texto'","IATI permite el mismo texto en varios idiomas; IATI Tables aplana todos en una única cadena, con el formato 'texto, FR: texte, ES: texto'",reportingorg_narrative
reporting_org_type_code,STRING,Código do tipo da organização que reporta a atividade,Code of the type of the organisation reporting the activity,Código del tipo de la organización que reporta la actividad,,no,,,no,Valor da lista de códigos OrganisationType do padrão IATI,Value from the IATI standard's OrganisationType codelist,Valor de la lista de códigos OrganisationType del estándar IATI,reportingorg_type
reporting_org_type_name,STRING,Nome do tipo da organização que reporta a atividade,Name of the type of the organisation reporting the activity,Nombre del tipo de la organización que reporta la actividad,,no,,,no,Rótulo resolvido pelo IATI Tables a partir do código irmão,Label resolved by IATI Tables from the sibling code,Etiqueta resuelta por IATI Tables a partir del código hermano,reportingorg_typename
