name,bigquery_type,description_pt,description_en,description_es,temporal_coverage,covered_by_dictionary,directory_column,measurement_unit,has_sensitive_data,observations_pt,observations_en,observations_es,original_name
year,INT64,Ano de referência fiscal das finanças do governo,Reference year of the government finances fiscal year,Año de referencia fiscal de las finanzas del gobierno,1967(1)2018,no,diretorios_data_tempo.ano:ano,year,no,Coluna de particionamento,Partition column,Columna de particionamiento,
government_id,STRING,Identificador da unidade de governo no Census Bureau,Census Bureau identifier of the government unit,Identificador de la unidad de gobierno en el Census Bureau,,no,,,no,"Identificador estável de 6 dígitos (CENSUS_ID_PID6) atribuído pelo Census Bureau. Presente apenas onde a fonte o publica: no diretório de unidades, nas finanças de 2013 em diante e no emprego de 2021 em diante. Não e derivado por cruzamento em nenhum outro caso","Stable 6-digit identifier (CENSUS_ID_PID6) assigned by the Census Bureau. Present only where the source publishes it: in the unit directory, in finance from 2013 on and in employment from 2021 on. It is not back-derived by crosswalk anywhere else","Identificador estable de 6 dígitos (CENSUS_ID_PID6) asignado por el Census Bureau. Presente solo donde la fuente lo publica: en el directorio de unidades, en finanzas desde 2013 y en empleo desde 2021. No se deriva por cruce en ningún otro caso",
government_id_govs,STRING,Identificador legado da unidade de governo no sistema GOVS,Legacy identifier of the government unit in the GOVS scheme,Identificador heredado de la unidad de gobierno en el esquema GOVS,,no,,,no,"Identificador legado GOVS de 14 caracteres. Até 2012 o arquivo de finanças publica apenas as nove primeiras posições, completadas aqui com zeros, como a fonte passa a fazer a partir de 2013. Composição: código GOVS de estado (2), tipo de governo (1), código GOVS de condado (3), unidade (3), suplemento (3) e subcódigo (2). O código GOVS de estado é alfabético e difere do FIPS (Califórnia é 05 em GOVS e 06 em FIPS)","Legacy 14-character GOVS identifier. Through 2012 the finance archive publishes only the first nine positions, padded with zeros here as the source itself does from 2013 on. Composition: GOVS state code (2), government type (1), GOVS county code (3), unit (3), supplement (3) and sub-code (2). The GOVS state code is alphabetical and differs from FIPS (California is 05 in GOVS and 06 in FIPS)","Identificador heredado GOVS de 14 caracteres. Hasta 2012 el archivo de finanzas publica solo las nueve primeras posiciones, completadas aquí con ceros, como la fuente hace desde 2013. Composición: código GOVS de estado (2), tipo de gobierno (1), código GOVS de condado (3), unidad (3), suplemento (3) y subcódigo (2). El código GOVS de estado es alfabético y difiere del FIPS (California es 05 en GOVS y 06 en FIPS)",ID
government_type,STRING,Tipo de unidade de governo,Type of government unit,Tipo de unidad de gobierno,,yes,,,no,,,,Type Code
unit_name,STRING,Nome da unidade de governo,Name of the government unit,Nombre de la unidad de gobierno,,no,,,no,,,,Name
state_id,STRING,Código FIPS de duas posições do estado,Two-digit FIPS code of the state,Código FIPS de dos posiciones del estado,,no,br_bd_diretorios_us.state:id_state,,no,,,,FIPS Code-State
county_id,STRING,"Código FIPS de cinco posições do condado, estado seguido de condado","Five-digit FIPS code of the county, state followed by county","Código FIPS de cinco posiciones del condado, estado seguido de condado",,no,br_bd_diretorios_us.county:id_county,,no,"Disponível apenas de 2013 em diante; até 2012 a fonte identifica o condado pelo código GOVS, que não e o FIPS","Available only from 2013 on; through 2012 the source identifies the county by its GOVS code, which is not the FIPS one","Disponible solo desde 2013; hasta 2012 la fuente identifica el condado por el código GOVS, que no es el FIPS",FIPS County
county_name,STRING,Nome do condado onde a unidade está localizada,Name of the county the unit is located in,Nombre del condado donde la unidad está ubicada,,no,,,no,,,,County name
place_id,STRING,"Código FIPS de sete posições do lugar, estado seguido de lugar","Seven-digit FIPS place code, state followed by place","Código FIPS de siete posiciones del lugar, estado seguido de lugar",2013(1)2018,no,br_bd_diretorios_us.place:id_place,,no,"Nulo quando a fonte traz o pseudocódigo 99xxx, que designa a área de um condado e não um lugar incorporado","Null where the source carries the 99xxx pseudo-code, which denotes a county area rather than an incorporated place","Nulo cuando la fuente trae el pseudocódigo 99xxx, que designa el área de un condado y no un lugar incorporado",FIPS place code
county_subdivision_id,STRING,"Código FIPS de sete posições da subdivisão de condado, estado seguido de subdivisão","Seven-digit FIPS county subdivision code, state followed by subdivision","Código FIPS de siete posiciones de la subdivisión de condado, estado seguido de subdivisión",2013(1)2018,no,,,no,"A fonte grava um único campo de código geográfico para municípios e townships, mas os dois são espaços de código distintos. O município traz um código de lugar incorporado e o township um código de subdivisão de condado, separados aqui em duas colunas. Não há diretório de subdivisões de condado, então esta coluna não tem chave estrangeira","The source writes one geography code field for both municipalities and townships, but the two are different code spaces. A municipality carries an incorporated place code and a township a county subdivision code, separated here into two columns. There is no county subdivision directory, so this column carries no foreign key","La fuente escribe un único campo de código geográfico para municipios y townships, pero son espacios de código distintos. El municipio trae un código de lugar incorporado y el township un código de subdivisión de condado, separados aquí en dos columnas. No hay directorio de subdivisiones de condado, por lo que esta columna no lleva clave foránea",FIPS place code
census_region_code,STRING,Código da região censitária,Census region code,Código de la región censal,1967(1)2012,yes,,,no,,,,Census Region
population,INT64,População residente atribuída à unidade,Resident population attributed to the unit,Población residente atribuida a la unidad,,no,,person,no,,,,Population
population_year,INT64,Ano a que se refere a população informada,Year the reported population refers to,Año al que se refiere la población informada,,no,,year,no,,,,Population year
school_enrollment,INT64,"Número de alunos matriculados, apenas para distritos escolares","Number of enrolled students, school districts only","Número de alumnos matriculados, solo para distritos escolares",2013(1)2018,no,,person,no,,,,Enrollment
school_level_code,STRING,"Código do nível de ensino, apenas para distritos escolares","School level code, school districts only","Código del nível de enseñanza, solo para distritos escolares",,yes,,,no,,,,School level code
special_district_function_code,STRING,"Código da função exercida, apenas para distritos especiais","Code of the function performed, special districts only","Código de la función ejercida, solo para distritos especiales",2013(1)2018,yes,,,no,,,,Function code for special districts
fiscal_year_end,STRING,"Fim do exercício fiscal da unidade, no formato MMDD","End of the fiscal year of the unit, formatted MMDD","Fin del ejercicio fiscal de la unidad, en formato MMDD",,no,,,no,,,,Fiscal year ending
survey_weight,FLOAT64,Peso estatístico da unidade na amostra,Statistical weight of the unit in the sample,Peso estadístico de la unidad en la muestra,1967(1)2012,no,,,no,Peso adimensional; 10000 indica unidade incluida com certeza e 0 indica unidade fora da amostra. A própria fonte adverte que o peso é informativo e não deve ser usado para derivar estatísticas,Dimensionless weight; 10000 marks a unit included with certainty and 0 a unit outside the sample. The source itself warns the weight is informational and should not be used to derive statistics,Peso adimensional; 10000 indica unidad incluida con certeza y 0 unidad fuera de la muestra. La propia fuente advierte que el peso es informativo y no debe usarse para derivar estadísticas,Weight
data_flag,STRING,Marcador de qualidade do registro da unidade,Data quality flag for the unit record,Marcador de calidad del registro de la unidad,1967(1)2012,yes,,,no,,,,Data_Flag
is_imputed_record,STRING,Indica se o registro inteiro da unidade foi imputado,Whether the entire unit record was imputed,Indica si el registro entero de la unidad fue imputado,1967(1)2012,yes,,,no,,,,Imputed Record
