name,bigquery_type,description_pt,description_en,description_es,temporal_coverage,covered_by_dictionary,directory_column,measurement_unit,has_sensitive_data,observations_pt,observations_en,observations_es,original_name
year,INT64,Ano de referência do levantamento de emprego público,Reference year of the public employment survey,Año de referencia del censo de empleo público,1992(1)2024,no,diretorios_data_tempo.ano:ano,year,no,Coluna de particionamento,Partition column,Columna de particionamiento,
government_id,STRING,Identificador da unidade de governo no Census Bureau,Census Bureau identifier of the government unit,Identificador de la unidad de gobierno en el Census Bureau,,no,,,no,"Identificador estável de 6 dígitos (CENSUS_ID_PID6) atribuído pelo Census Bureau. Presente apenas onde a fonte o publica: no diretório de unidades, nas finanças de 2013 em diante e no emprego de 2021 em diante. Não e derivado por cruzamento em nenhum outro caso","Stable 6-digit identifier (CENSUS_ID_PID6) assigned by the Census Bureau. Present only where the source publishes it: in the unit directory, in finance from 2013 on and in employment from 2021 on. It is not back-derived by crosswalk anywhere else","Identificador estable de 6 dígitos (CENSUS_ID_PID6) asignado por el Census Bureau. Presente solo donde la fuente lo publica: en el directorio de unidades, en finanzas desde 2013 y en empleo desde 2021. No se deriva por cruce en ningún otro caso",New Individual Unit ID
government_id_govs,STRING,Identificador legado da unidade de governo no sistema GOVS,Legacy identifier of the government unit in the GOVS scheme,Identificador heredado de la unidad de gobierno en el esquema GOVS,,no,,,no,"Identificador legado GOVS de 14 caracteres. Até 2012 o arquivo de finanças publica apenas as nove primeiras posições, completadas aqui com zeros, como a fonte passa a fazer a partir de 2013. Composição: código GOVS de estado (2), tipo de governo (1), código GOVS de condado (3), unidade (3), suplemento (3) e subcódigo (2). O código GOVS de estado é alfabético e difere do FIPS (Califórnia é 05 em GOVS e 06 em FIPS)","Legacy 14-character GOVS identifier. Through 2012 the finance archive publishes only the first nine positions, padded with zeros here as the source itself does from 2013 on. Composition: GOVS state code (2), government type (1), GOVS county code (3), unit (3), supplement (3) and sub-code (2). The GOVS state code is alphabetical and differs from FIPS (California is 05 in GOVS and 06 in FIPS)","Identificador heredado GOVS de 14 caracteres. Hasta 2012 el archivo de finanzas publica solo las nueve primeras posiciones, completadas aquí con ceros, como la fuente hace desde 2013. Composición: código GOVS de estado (2), tipo de gobierno (1), código GOVS de condado (3), unidad (3), suplemento (3) y subcódigo (2). El código GOVS de estado es alfabético y difiere del FIPS (California es 05 en GOVS y 06 en FIPS)",Individual Unit ID
state_id,STRING,Código FIPS de duas posições do estado,Two-digit FIPS code of the state,Código FIPS de dos posiciones del estado,,no,br_bd_diretorios_us.state:id_state,,no,Convertido do código GOVS alfabético publicado no arquivo para o código FIPS,Converted from the alphabetical GOVS code published in the file to the FIPS code,Convertido del código GOVS alfabético publicado en el archivo al código FIPS,State Code
government_type,STRING,Tipo de unidade de governo,Type of government unit,Tipo de unidad de gobierno,,yes,,,no,,,,Unit Type Code
function_code,STRING,Código da categoria funcional do emprego,Code of the functional category of employment,Código de la categoría funcional del empleo,,yes,,,no,,,,Item Code
full_time_employees,INT64,Número de empregados em tempo integral,Number of full-time employees,Número de empleados a tiempo completo,,no,,person,no,Refere-se ao mês de março; a folha de pagamento é o equivalente mensal de 31 dias,Refers to the month of March; payroll is the 31-day monthly equivalent,Se refiere al mes de marzo; la nómina es el equivalente mensual de 31 días,Full-Time Employees
full_time_employees_flag,STRING,Marcador de qualidade de empregados em tempo integral,Data quality flag for full-time employees,Marcador de calidad de empleados a tiempo completo,,yes,,,no,"Indica se o valor foi reportado pelo governo ou imputado pelo Census Bureau. Ausente antes de 2007, quando a fonte não publicava marcadores","Whether the value was reported by the government or imputed by the Census Bureau. Absent before 2007, when the source published no flags","Indica si el valor fue reportado por el gobierno o imputado por el Census Bureau. Ausente antes de 2007, cuando la fuente no publicaba marcadores",
full_time_payroll,INT64,Folha de pagamento dos empregados em tempo integral,Payroll of full-time employees,Nómina de los empleados a tiempo completo,,no,,usd,no,Refere-se ao mês de março; a folha de pagamento é o equivalente mensal de 31 dias,Refers to the month of March; payroll is the 31-day monthly equivalent,Se refiere al mes de marzo; la nómina es el equivalente mensual de 31 días,Full-Time Payroll
full_time_payroll_flag,STRING,Marcador de qualidade de folha de pagamento em tempo integral,Data quality flag for full-time payroll,Marcador de calidad de nómina a tiempo completo,,yes,,,no,"Indica se o valor foi reportado pelo governo ou imputado pelo Census Bureau. Ausente antes de 2007, quando a fonte não publicava marcadores","Whether the value was reported by the government or imputed by the Census Bureau. Absent before 2007, when the source published no flags","Indica si el valor fue reportado por el gobierno o imputado por el Census Bureau. Ausente antes de 2007, cuando la fuente no publicaba marcadores",
