name,bigquery_type,description,temporal_coverage,covered_by_dictionary,directory_column,measurement_unit,has_sensitive_data,observations,original_name,description_en,description_es
year,INT64,Ano do evento eleitoral,,no,br_bd_diretorios_data_tempo.ano:ano,year,no,Coluna de particionamento. Vários eventos podem compartilhar o mesmo ano,,Year of the electoral event,Año del evento electoral
election_id,STRING,Identificador do evento eleitoral atribuído pela AEC,,no,,,no,Corresponde ao Event ID usado nas URLs de results.aec.gov.au,,AEC identifier of the electoral event,Identificador del evento electoral asignado por la AEC
state_abbreviation,STRING,Sigla do estado ou território,,no,br_bd_diretorios_au.state:abbreviation,,no,,StateAb,State or territory abbreviation,Sigla del estado o territorio
division_id,STRING,Identificador da divisão eleitoral federal atribuído pela AEC,,no,,,no,Identificador próprio da AEC; não corresponde ao código CED do ABS,DivisionID,AEC identifier of the Commonwealth electoral division,Identificador de la división electoral federal asignado por la AEC
division_name,STRING,Nome da divisão eleitoral federal,,no,,,no,,DivisionNm,Name of the Commonwealth electoral division,Nombre de la división electoral federal
polling_place_id,STRING,Identificador do local de votação atribuído pela AEC,,no,,,no,,PollingPlaceID,AEC identifier of the polling place,Identificador del local de votación asignado por la AEC
polling_place_name,STRING,Nome do local de votação,,no,,,no,,PollingPlace,Name of the polling place,Nombre del local de votación
labor_votes,INT64,Votos do Australian Labor Party na apuração de dois partidos,,no,,vote,no,,Australian Labor Party Votes,Australian Labor Party votes in the two party preferred count,Votos del Australian Labor Party en el conteo de dos partidos
labor_percentage,FLOAT64,Percentual do Australian Labor Party na apuração de dois partidos,,no,,percent,no,,Australian Labor Party Percentage,Australian Labor Party share in the two party preferred count,Porcentaje del Australian Labor Party en el conteo de dos partidos
coalition_votes,INT64,Votos da coligação Liberal/National na apuração de dois partidos,,no,,vote,no,,Liberal/National Coalition Votes,Liberal/National Coalition votes in the two party preferred count,Votos de la coalición Liberal/National en el conteo de dos partidos
coalition_percentage,FLOAT64,Percentual da coligação Liberal/National na apuração de dois partidos,,no,,percent,no,,Liberal/National Coalition Percentage,Liberal/National Coalition share in the two party preferred count,Porcentaje de la coalición Liberal/National en el conteo de dos partidos
total_votes,INT64,Total de votos,,no,,vote,no,,TotalVotes,Total votes,Total de votos
swing,FLOAT64,Variação do percentual de votos em relação ao evento anterior,,no,,percent,no,Expresso em pontos percentuais,Swing,Change in vote share relative to the previous event,Variación del porcentaje de votos respecto al evento anterior
