name,bigquery_type,description,temporal_coverage,covered_by_dictionary,directory_column,measurement_unit,has_sensitive_data,observations,original_name,description_en,description_es
year,INT64,Ano da doação declarada,,no,br_bd_diretorios_data_tempo.ano:ano,year,no,"Coluna de particionamento, derivada de date_gift_made. 23 linhas não trazem data da doação nem evento eleitoral, de modo que a coluna de particionamento não está integralmente preenchida.",,Year of the disclosed gift,Año de la donación declarada
government_level,STRING,Esfera de governo à qual a doação se refere: estadual ou local,,yes,,,no,"Nenhuma coluna da fonte codifica esta informação: ela é derivada de qual das duas exportações do mapa (State ou Local) originou a linha, e essa é a única forma de recuperá-la.",,Level of government the gift relates to: state or local,Nivel de gobierno al que se refiere la donación: estatal o local
date_gift_made,DATE,Data em que a doação foi feita,,no,,,no,"Ausente em 23 linhas, que também não trazem evento eleitoral associado.",,Date the gift was made,Fecha en que se realizó la donación
donor_name,STRING,Nome de quem fez a doação,,no,,,no,"Linhas inteiramente duplicadas são frequentes (502 na esfera estadual e 54 na local) e não são necessariamente erros: duas doações idênticas do mesmo doador na mesma data são genuinamente indistinguíveis, por isso a tabela não publica chave primária.",,Name of the donor,Nombre de quien hizo la donación
recipient_name,STRING,Nome de quem recebeu a doação,,no,,,no,Linhas inteiramente duplicadas são frequentes e não são necessariamente erros; a tabela não publica chave primária.,,Name of the recipient,Nombre de quien recibió la donación
gift_value,FLOAT64,Valor da doação em dólares australianos,,no,,AUD,no,,,Value of the gift in Australian dollars,Valor de la donación en dólares australianos
election_name,STRING,Nome do evento eleitoral ao qual a doação se refere,,no,,,no,"Majoritariamente vazio (preenchido em 2,7% das doações estaduais) e em texto livre. Não corresponde de forma confiável à tabela election, pois também nomeia eventos de 2012 e 2016, anteriores à cobertura de resultados.",,Name of the electoral event the gift relates to,Nombre del evento electoral al que se refiere la donación
is_political_donation,STRING,Indica se a doação foi declarada como doação política,,yes,,,no,"Assume os valores Yes, No, Unknown e -. O traço é um terceiro estado real, que significa não aplicável e não um vazio: o campo existe apenas na esfera estadual, de modo que toda linha local traz -.",,Whether the gift was reported as a political donation,Indica si la donación fue declarada como donación política
has_electoral_committee,STRING,Indica se quem recebeu a doação possui comitê eleitoral registrado,,yes,,,no,Campo exclusivo da esfera estadual; vazio em todas as linhas locais.,,Whether the recipient has a registered electoral committee,Indica si quien recibió la donación tiene comité electoral registrado
electoral_committee_name,STRING,Nome do comitê eleitoral de quem recebeu a doação,,no,,,no,Campo exclusivo da esfera estadual; vazio em todas as linhas locais.,,Name of the recipient's electoral committee,Nombre del comité electoral de quien recibió la donación
