name,bigquery_type,description_pt,description_en,description_es,temporal_coverage,covered_by_dictionary,directory_column,measurement_unit,has_sensitive_data,observations_pt,observations_en,observations_es,original_name
year,INT64,Ano de referência da observação,Reference year of the observation,Año de referencia de la observación,,no,br_bd_diretorios_data_tempo.ano:ano,year,no,Coluna de particionamento. Nos cubos com dimensão temporal vem de TIME_PERIOD; nos cubos sem dimensão temporal é extraída do atributo REF_PERIOD,Partition column. In cubes with a time dimension it comes from TIME_PERIOD; in cubes without one it is parsed from the REF_PERIOD attribute,Columna de particionamiento. En los cubos con dimensión temporal proviene de TIME_PERIOD; en los cubos sin ella se extrae del atributo REF_PERIOD,REF_PERIOD
country_iso3_code,STRING,Código ISO 3166-1 alfa-3 do país da observação,ISO 3166-1 alpha-3 code of the observation's country,Código ISO 3166-1 alfa-3 del país de la observación,,no,br_bd_diretorios_mundo.pais:id_pais,,no,"Derivada de reference_area. Vazia quando a área não é um país, como nas entidades subnacionais e nos agregados do tipo OECD ou EU25","Derived from reference_area. Empty when the area is not a country, as for subnational entities and aggregates such as OECD or EU25","Derivada de reference_area. Vacía cuando el área no es un país, como en las entidades subnacionales y los agregados del tipo OECD o EU25",REF_AREA
reference_area,STRING,"Área de referência da observação: país, entidade subnacional ou agregado","Reference area of the observation: country, subnational entity or aggregate","Área de referencia de la observación: país, entidad subnacional o agregado",,yes,,,no,,,,REF_AREA
measure,STRING,Grandeza medida pela observação,Quantity the observation measures,Magnitud que mide la observación,,yes,,,no,,,,MEASURE
unit_measure,STRING,Unidade em que a observação está expressa,Unit in which the observation is expressed,Unidad en que se expresa la observación,,yes,,,no,,,,UNIT_MEASURE
education_institution_type,STRING,"Natureza da instituição de ensino: pública, privada dependente ou independente do governo","Nature of the educational institution: public, government-dependent private or independent private","Naturaleza de la institución educativa: pública, privada dependiente o independiente del gobierno",,yes,,,no,,,,INST_TYPE_EDU
education_level,STRING,Nível de ensino segundo a CINE 2011 (ISCED 2011),Level of education under ISCED 2011,Nivel de enseñanza según la CINE 2011 (ISCED 2011),,yes,,,no,,,,EDUCATION_LEV
age,STRING,Idade ou faixa etária da população de referência,Age or age band of the reference population,Edad o grupo de edad de la población de referencia,,yes,,,no,,,,AGE
sex,STRING,Sexo da população de referência,Sex of the reference population,Sexo de la población de referencia,,yes,,,no,,,,SEX
personnel_type,STRING,"Categoria do pessoal escolar: docentes, direção ou auxiliares","Category of school personnel: teachers, school heads or aides","Categoría del personal escolar: docentes, dirección o auxiliares",,yes,,,no,,,,PERS_TYPE
obs_value,FLOAT64,Valor da observação,Value of the observation,Valor de la observación,,no,,,no,A unidade varia por linha e está registrada em unit_measure; o valor deve ser multiplicado por dez elevado a unit_multiplier,The unit varies by row and is recorded in unit_measure; the value must be multiplied by ten to the power of unit_multiplier,La unidad varía por fila y se registra en unit_measure; el valor debe multiplicarse por diez elevado a unit_multiplier,OBS_VALUE
base_period,STRING,Ano-base usado quando o valor está a preços constantes,Base year used when the value is at constant prices,Año base usado cuando el valor está a precios constantes,,no,,,no,,,,BASE_PER
currency,STRING,Moeda em que o valor monetário está expresso,Currency the monetary value is expressed in,Moneda en que se expresa el valor monetario,,yes,,,no,,,,CURRENCY
decimals,STRING,Número de casas decimais com que a fonte publica o valor,Number of decimal places the source publishes the value with,Número de decimales con que la fuente publica el valor,,yes,,,no,,,,DECIMALS
obs_status,STRING,"Situação da observação, incluindo o motivo de ausência do valor","Status of the observation, including why a value is absent","Situación de la observación, incluido el motivo de ausencia del valor",,yes,,,no,,,,OBS_STATUS
price_base,STRING,Base de preços do valor monetário: corrente ou constante,Price base of the monetary value: current or constant,Base de precios del valor monetario: corriente o constante,,yes,,,no,,,,PRICE_BASE
reference_period,STRING,Período de referência declarado pela fonte para a observação,Reference period the source declares for the observation,Período de referencia declarado por la fuente para la observación,,no,,,no,,,,REF_PERIOD
statistical_operation,STRING,"Operação estatística aplicada ao valor, por exemplo média ou mediana","Statistical operation applied to the value, such as mean or median","Operación estadística aplicada al valor, por ejemplo media o mediana",,yes,,,no,,,,STATISTICAL_OPERATION
unit_multiplier,STRING,Potência de dez pela qual o valor deve ser multiplicado,Power of ten the value must be multiplied by,Potencia de diez por la que debe multiplicarse el valor,,yes,,,no,,,,UNIT_MULT
source_flow,STRING,Dataflow SDMX de onde a linha foi extraída,SDMX dataflow the row was extracted from,Dataflow SDMX del que se extrajo la fila,,no,,,no,"Registrada porque algumas tabelas unem mais de uma versão do dataflow, e a versão identifica a edição do Education at a Glance","Recorded because some tables union more than one dataflow version, and the version identifies the Education at a Glance edition","Registrada porque algunas tablas unen más de una versión del dataflow, y la versión identifica la edición de Education at a Glance",
source_flow_version,STRING,Versão do dataflow SDMX de onde a linha foi extraída,Version of the SDMX dataflow the row was extracted from,Versión del dataflow SDMX del que se extrajo la fila,,no,,,no,"A OCDE mantém versões antigas publicadas. Nos cubos sem dimensão temporal, versões sucessivas cobrem anos de referência distintos","The OECD keeps older versions published. In cubes with no time dimension, successive versions cover different reference years","La OCDE mantiene publicadas las versiones antiguas. En los cubos sin dimensión temporal, versiones sucesivas cubren años de referencia distintos",
