name,bigquery_type,description,temporal_coverage,covered_by_dictionary,directory_column,measurement_unit,has_sensitive_data,observations,original_name,description_en,description_es
year,INT64,Ano de referência da observação,,no,,year,no,,YEAR,Reference year of the observation,Año de referencia de la observación
state_fips,STRING,Código FIPS de dois dígitos do estado,,no,,,no,,STATE_FIPS_CODE,Two-digit state FIPS code,Código FIPS de dos dígitos del estado
state_abbreviation,STRING,Sigla de duas letras do estado,,no,,,no,,STATE_ALPHA,Two-letter state abbreviation,Abreviatura de dos letras del estado
state_name,STRING,Nome do estado,,no,,,no,,STATE_NAME,State name,Nombre del estado
sector,STRING,"Setor da commodity no QuickStats (crops, animals & products, economics, demographics, environmental)",,no,,,no,,SECTOR_DESC,"QuickStats commodity sector (crops, animals & products, economics, demographics, environmental)","Sector de la mercancía en QuickStats (crops, animals & products, economics, demographics, environmental)"
commodity_group,STRING,Grupo de commodities ao qual a observação pertence,,no,,,no,,GROUP_DESC,Commodity group the observation belongs to,Grupo de mercancías al que pertenece la observación
commodity,STRING,Commodity agrícola medida,,no,,,no,,COMMODITY_DESC,Agricultural commodity measured,Mercancía agrícola medida
commodity_class,STRING,Classe ou subtipo da commodity,,no,,,no,,CLASS_DESC,Class or subtype of the commodity,Clase o subtipo de la mercancía
production_practice,STRING,"Prática de produção (ex.: irrigada, orgânica, todas as práticas)",,no,,,no,,PRODN_PRACTICE_DESC,"Production practice (e.g. irrigated, organic, all practices)","Práctica de producción (p. ej. irrigada, orgánica, todas las prácticas)"
utilization_practice,STRING,"Prática de utilização (ex.: para grão, para silagem, todas as práticas)",,no,,,no,,UTIL_PRACTICE_DESC,"Utilization practice (e.g. for grain, for silage, all practices)","Práctica de utilización (p. ej. para grano, para ensilaje, todas las prácticas)"
statistic_category,STRING,"Categoria estatística medida (ex.: production, yield, area planted, price received)",,no,,,no,,STATISTICCAT_DESC,"Statistical category measured (e.g. production, yield, area planted, price received)","Categoría estadística medida (p. ej. production, yield, area planted, price received)"
unit,STRING,"Unidade de medida do valor; varia por linha (ex.: BU, LB, ACRES, HEAD, $)",,no,,,no,Coluna que carrega a unidade do valor observado; por isso value não tem measurement_unit fixo,UNIT_DESC,"Unit of measurement of the value; varies by row (e.g. BU, LB, ACRES, HEAD, $)","Unidad de medida del valor; varía por fila (p. ej. BU, LB, ACRES, HEAD, $)"
short_description,STRING,"Descrição completa da série (commodity, classe, práticas e estatística concatenadas)",,no,,,no,,SHORT_DESC,"Full series descriptor (commodity, class, practices and statistic concatenated)","Descripción completa de la serie (mercancía, clase, prácticas y estadística concatenadas)"
domain,STRING,Domínio de desagregação da observação (TOTAL quando não desagregada),,no,,,no,,DOMAIN_DESC,Breakdown domain of the observation (TOTAL when not broken down),Dominio de desagregación de la observación (TOTAL cuando no está desagregada)
domain_category,STRING,Categoria dentro do domínio de desagregação,,no,,,no,,DOMAINCAT_DESC,Category within the breakdown domain,Categoría dentro del dominio de desagregación
frequency,STRING,Frequência de referência da observação,,no,,,no,,FREQ_DESC,Reference frequency of the observation,Frecuencia de referencia de la observación
reference_period,STRING,"Período de referência dentro do ano (ex.: YEAR, MARKETING YEAR)",,no,,,no,,REFERENCE_PERIOD_DESC,"Reference period within the year (e.g. YEAR, MARKETING YEAR)","Período de referencia dentro del año (p. ej. YEAR, MARKETING YEAR)"
value,FLOAT64,Valor observado; a unidade está na coluna unit e varia por linha,,no,,,no,"measurement_unit fica em branco de propósito: a unidade varia por linha (coluna unit). Valores suprimidos pela fonte ((D), (Z), (X), (S), (H), (L), (NA)) são nulos, com o código em value_suppression_flag",VALUE,Observed value; the unit is in the unit column and varies by row,Valor observado; la unidad está en la columna unit y varía por fila
value_suppression_flag,STRING,"Código de supressão quando o valor foi retido pela fonte ((D), (Z) etc.); nulo caso contrário",,yes,,,no,"Coberto pelo dicionario; (D) retido para evitar divulgar operações individuais, (Z) menos da metade da unidade de arredondamento",VALUE,"Suppression code when the value was withheld by the source ((D), (Z) etc.); null otherwise","Código de supresión cuando el valor fue retenido por la fuente ((D), (Z) etc.); nulo en caso contrario"
coefficient_of_variation,FLOAT64,"Coeficiente de variação da estimativa, em porcentagem",,no,,percent,no,,CV_%,"Coefficient of variation of the estimate, in percent","Coeficiente de variación de la estimación, en porcentaje"
