name,bigquery_type,description,temporal_coverage,covered_by_dictionary,directory_column,measurement_unit,has_sensitive_data,observations,original_name,description_en,description_es
year,INT64,Ano,,no,br_bd_diretorios_data_tempo.ano:ano,,no,,year,Survey year,Año
month,INT64,Mês,,no,br_bd_diretorios_data_tempo.mes:mes,,no,,month,Month,Mes
id_state,STRING,"Código FIPS do estado (2 dígitos, com zero à esquerda)",,no,br_bd_diretorios_us.state:id_state,,no,"Coluna derivada: obtida de `state` (código censitário do CPS) pelo cruzamento com br_bd_diretorios_us.state.id_census, que cobre os 51 códigos do CEPR de forma exata. Materializada no modelo dbt.",state,"State FIPS code (2-digit, zero-padded)","Código FIPS del estado (2 dígitos, con cero a la izquierda)"
mis,STRING,Mês na amostra,,yes,,,no,,mis,Month in sample,Mes en la muestra
hhid,STRING,Identificador do domicílio,,no,,,no,,hhid,"Household ID long, (part 1)",Identificador del hogar
hhid2,STRING,"Identificador do domicílio, parte 2",,no,,,no,,hhid2,"Household ID long, (part 2)","Identificador del hogar, parte 2"
hhseq,STRING,Identificador do domicílio no arquivo,,no,,,no,,hhseq,Household ID within file,Identificador del hogar en el archivo
pppos,STRING,Parte final do identificador único do domicílio,,no,,,no,,pppos,Trailer portion of unique HH ID,Parte final del identificador único del hogar
perno,STRING,Número da pessoa,,no,,,no,,perno,Person number,Número de la persona
id,STRING,Identificador único da pessoa,,no,,,no,"Coluna inteiramente vazia na cobertura publicada: a lista de variáveis do CEPR abrange toda a série histórica do CPS, e esta pertence a uma vintage fora dos anos reproduzidos.",id,Unique person id,Identificador único de la persona
parno,STRING,Número de linha do pai/mãe no domicílio,,no,,,no,,parno,Parent line number w/in HH,Número de línea del padre/madre en el hogar
spouseno,STRING,Número de linha do cônjuge no domicílio,,no,,,no,,spouseno,Spouse line number w/in HH,Número de línea del cónyuge en el hogar
famno,STRING,Número de linha da família no domicílio,,no,,,no,,famno,Family line number w/in HH,Número de línea de la familia en el hogar
hjrid,STRING,Identificador HJR,,no,,,no,,hjrid,HJR ID,Identificador HJR
peridh,STRING,Identificador único da pessoa no domicílio,,no,,,no,,peridh,Unique person ID w/in HH,Identificador único de la persona en el hogar
parid,STRING,Identificador único do pai/mãe,,no,,,no,,parid,Unique parent ID,Identificador único del padre/madre
spouseid,STRING,Identificador único do cônjuge,,no,,,no,,spouseid,Unique spouse ID,Identificador único del cónyuge
fnlwgt,FLOAT64,Peso amostral básico final,,no,,,no,Peso amostral (adimensional),fnlwgt,Final weight,Peso muestral básico final
