name,bigquery_type,description,description_en,description_es,temporal_coverage,covered_by_dictionary,directory_column,measurement_unit,has_sensitive_data,observations,original_name
fiscal_year,INT64,"Ano fiscal federal norte-americano da data da ação, iniciado em 1º de outubro do ano civil anterior","United States federal fiscal year of the action date, beginning on October 1 of the previous calendar year","Año fiscal federal estadounidense de la fecha de la acción, iniciado el 1 de octubre del año civil anterior",,no,,year,no,"Coluna de partição. Renomeada de action_date_fiscal_year. O ano fiscal federal norte-americano começa em 1º de outubro do ano civil anterior, portanto não coincide com o ano civil e não é ligada ao diretório de tempo",action_date_fiscal_year
assistance_transaction_unique_key,STRING,"Chave única da transação de assistência financeira, gerada pelo USAspending","Unique key of the assistance transaction, generated by USAspending","Clave única de la transacción de asistencia financiera, generada por USAspending",,no,,,no,,assistance_transaction_unique_key
assistance_award_unique_key,STRING,Chave única do auxílio ao qual a transação pertence,Unique key of the assistance award the transaction belongs to,Clave única de la ayuda a la que pertenece la transacción,,no,,,no,,assistance_award_unique_key
award_id_fain,STRING,Número de identificação federal do auxílio (FAIN),Federal award identification number (FAIN),Número de identificación federal de la ayuda (FAIN),,no,,,no,,award_id_fain
modification_number,STRING,Número do aditivo que identifica esta modificação do contrato,Number of the modification that identifies this change to the award,Número de la modificación que identifica este cambio del contrato,,no,,,no,,modification_number
award_id_uri,STRING,Identificador único do registro (URI) para auxílios sem FAIN,Unique record identifier (URI) for assistance awards without a FAIN,Identificador único del registro (URI) para ayudas sin FAIN,,no,,,no,,award_id_uri
sai_number,STRING,Número atribuído pelo processo estadual de revisão prévia (SAI),Number assigned by the state single point of contact review process (SAI),Número asignado por el proceso estatal de revisión previa (SAI),,no,,,no,,sai_number
federal_action_obligation,FLOAT64,Valor empenhado ou desempenhado pelo governo federal nesta transação,Amount obligated or de-obligated by the federal government in this transaction,Monto comprometido o descomprometido por el gobierno federal en esta transacción,,no,,USD,no,,federal_action_obligation
total_obligated_amount,FLOAT64,"Valor total empenhado no auxílio, somadas todas as transações",Total amount obligated on the assistance award across all transactions,"Monto total comprometido en la ayuda, sumadas todas las transacciones",,no,,USD,no,,total_obligated_amount
total_outlayed_amount_for_overall_award,FLOAT64,Valor total desembolsado no auxílio ou contrato até a data,Total amount outlayed on the award to date,Monto total desembolsado en la ayuda o contrato hasta la fecha,,no,,USD,no,,total_outlayed_amount_for_overall_award
indirect_cost_federal_share_amount,FLOAT64,Parcela federal dos custos indiretos do auxílio,Federal share of the indirect costs of the assistance award,Parte federal de los costos indirectos de la ayuda,,no,,USD,no,,indirect_cost_federal_share_amount
non_federal_funding_amount,FLOAT64,Valor de contrapartida não federal aportado nesta transação,Non-federal funding contributed in this transaction,Monto de contrapartida no federal aportado en esta transacción,,no,,USD,no,,non_federal_funding_amount
total_non_federal_funding_amount,FLOAT64,Valor total de contrapartida não federal do auxílio,Total non-federal funding of the assistance award,Monto total de contrapartida no federal de la ayuda,,no,,USD,no,,total_non_federal_funding_amount
face_value_of_loan,FLOAT64,Valor de face do empréstimo concedido nesta transação,Face value of the loan awarded in this transaction,Valor nominal del préstamo concedido en esta transacción,,no,,USD,no,,face_value_of_loan
original_loan_subsidy_cost,FLOAT64,Custo de subsídio do empréstimo estimado nesta transação,Subsidy cost of the loan estimated in this transaction,Costo de subsidio del préstamo estimado en esta transacción,,no,,USD,no,,original_loan_subsidy_cost
total_face_value_of_loan,FLOAT64,"Valor de face total do empréstimo, somadas todas as transações",Total face value of the loan across all transactions,"Valor nominal total del préstamo, sumadas todas las transacciones",,no,,USD,no,,total_face_value_of_loan
total_loan_subsidy_cost,FLOAT64,"Custo de subsídio total do empréstimo, somadas todas as transações",Total subsidy cost of the loan across all transactions,"Costo de subsidio total del préstamo, sumadas todas las transacciones",,no,,USD,no,,total_loan_subsidy_cost
generated_pragmatic_obligations,FLOAT64,"Valor comparável entre modalidades, igual ao subsídio nos empréstimos e ao empenho nos demais auxílios","Cross-comparable amount, equal to the subsidy cost for loans and to the obligation for other assistance","Monto comparable entre modalidades, igual al subsidio en los préstamos y al compromiso en las demás ayudas",,no,,USD,no,,generated_pragmatic_obligations
disaster_emergency_fund_codes_for_overall_award,STRING,"Códigos de fundos de emergência e desastre que financiam o auxílio ou contrato, separados por ponto e vírgula","Disaster and emergency fund codes financing the award, semicolon separated","Códigos de fondos de emergencia y desastre que financian la ayuda o contrato, separados por punto y coma",,yes,,,no,,disaster_emergency_fund_codes_for_overall_award
outlayed_amount_from_covid19_supplementals_for_overall_award,FLOAT64,Valor desembolsado no auxílio ou contrato com recursos suplementares de resposta à COVID-19,Amount outlayed on the award from COVID-19 supplemental appropriations,Monto desembolsado en la ayuda o contrato con recursos suplementarios de respuesta a la COVID-19,,no,,USD,no,"Renomeada da coluna de origem, que contém hífen",outlayed_amount_from_COVID-19_supplementals_for_overall_award
obligated_amount_from_covid19_supplementals_for_overall_award,FLOAT64,Valor empenhado no auxílio ou contrato com recursos suplementares de resposta à COVID-19,Amount obligated on the award from COVID-19 supplemental appropriations,Monto comprometido en la ayuda o contrato con recursos suplementarios de respuesta a la COVID-19,,no,,USD,no,"Renomeada da coluna de origem, que contém hífen",obligated_amount_from_COVID-19_supplementals_for_overall_award
outlayed_amount_from_IIJA_supplemental_for_overall_award,FLOAT64,Valor desembolsado no auxílio ou contrato com recursos suplementares da lei de infraestrutura (IIJA),Amount outlayed on the award from the Infrastructure Investment and Jobs Act (IIJA) supplemental,Monto desembolsado en la ayuda o contrato con recursos suplementarios de la ley de infraestructura (IIJA),,no,,USD,no,,outlayed_amount_from_IIJA_supplemental_for_overall_award
obligated_amount_from_IIJA_supplemental_for_overall_award,FLOAT64,Valor empenhado no auxílio ou contrato com recursos suplementares da lei de infraestrutura (IIJA),Amount obligated on the award from the Infrastructure Investment and Jobs Act (IIJA) supplemental,Monto comprometido en la ayuda o contrato con recursos suplementarios de la ley de infraestructura (IIJA),,no,,USD,no,,obligated_amount_from_IIJA_supplemental_for_overall_award
action_date,DATE,Data em que a ação foi assinada ou passou a vigorar,Date the action was signed or became effective,Fecha en que la acción fue firmada o entró en vigor,,no,,,no,,action_date
period_of_performance_start_date,DATE,Data de início do período de execução,Start date of the period of performance,Fecha de inicio del período de ejecución,,no,,,no,,period_of_performance_start_date
period_of_performance_current_end_date,DATE,Data de término corrente do período de execução,Current end date of the period of performance,Fecha de término actual del período de ejecución,,no,,,no,,period_of_performance_current_end_date
awarding_agency_code,STRING,Código CGAC da agência que concedeu o auxílio ou contrato,CGAC code of the agency that made the award,Código CGAC de la agencia que concedió la ayuda o contrato,,no,,,no,,awarding_agency_code
awarding_agency_name,STRING,Nome da agência que concedeu o auxílio ou contrato,Name of the agency that made the award,Nombre de la agencia que concedió la ayuda o contrato,,no,,,no,,awarding_agency_name
awarding_sub_agency_code,STRING,Código da subagência que concedeu o auxílio ou contrato,Code of the sub-agency that made the award,Código de la subagencia que concedió la ayuda o contrato,,no,,,no,,awarding_sub_agency_code
awarding_sub_agency_name,STRING,Nome da subagência que concedeu o auxílio ou contrato,Name of the sub-agency that made the award,Nombre de la subagencia que concedió la ayuda o contrato,,no,,,no,,awarding_sub_agency_name
awarding_office_code,STRING,Código do escritório que concedeu o auxílio ou contrato,Code of the office that made the award,Código de la oficina que concedió la ayuda o contrato,,no,,,no,,awarding_office_code
awarding_office_name,STRING,Nome do escritório que concedeu o auxílio ou contrato,Name of the office that made the award,Nombre de la oficina que concedió la ayuda o contrato,,no,,,no,,awarding_office_name
funding_agency_code,STRING,Código CGAC da agência que forneceu os recursos,CGAC code of the agency that provided the funds,Código CGAC de la agencia que aportó los recursos,,no,,,no,,funding_agency_code
funding_agency_name,STRING,Nome da agência que forneceu os recursos,Name of the agency that provided the funds,Nombre de la agencia que aportó los recursos,,no,,,no,,funding_agency_name
funding_sub_agency_code,STRING,Código da subagência que forneceu os recursos,Code of the sub-agency that provided the funds,Código de la subagencia que aportó los recursos,,no,,,no,,funding_sub_agency_code
funding_sub_agency_name,STRING,Nome da subagência que forneceu os recursos,Name of the sub-agency that provided the funds,Nombre de la subagencia que aportó los recursos,,no,,,no,,funding_sub_agency_name
funding_office_code,STRING,Código do escritório que forneceu os recursos,Code of the office that provided the funds,Código de la oficina que aportó los recursos,,no,,,no,,funding_office_code
funding_office_name,STRING,Nome do escritório que forneceu os recursos,Name of the office that provided the funds,Nombre de la oficina que aportó los recursos,,no,,,no,,funding_office_name
treasury_accounts_funding_this_award,STRING,"Contas do Tesouro (TAS) que financiam o auxílio ou contrato, separadas por ponto e vírgula","Treasury accounts (TAS) funding the award, semicolon separated","Cuentas del Tesoro (TAS) que financian la ayuda o contrato, separadas por punto y coma",,no,,,no,,treasury_accounts_funding_this_award
federal_accounts_funding_this_award,STRING,"Contas federais que financiam o auxílio ou contrato, separadas por ponto e vírgula","Federal accounts funding the award, semicolon separated","Cuentas federales que financian la ayuda o contrato, separadas por punto y coma",,no,,,no,,federal_accounts_funding_this_award
object_classes_funding_this_award,STRING,"Classes de objeto de despesa que financiam o auxílio ou contrato, separadas por ponto e vírgula","Object classes funding the award, semicolon separated","Clases de objeto de gasto que financian la ayuda o contrato, separadas por punto y coma",,no,,,no,,object_classes_funding_this_award
program_activities_funding_this_award,STRING,"Atividades programáticas que financiam o auxílio ou contrato, separadas por ponto e vírgula","Program activities funding the award, semicolon separated","Actividades programáticas que financian la ayuda o contrato, separadas por punto y coma",,no,,,no,,program_activities_funding_this_award
recipient_uei,STRING,Identificador único de entidade (UEI) do beneficiário,Unique entity identifier (UEI) of the recipient,Identificador único de entidad (UEI) del beneficiario,,no,,,no,,recipient_uei
recipient_duns,STRING,"Número DUNS do beneficiário, identificador usado antes da adoção do UEI","DUNS number of the recipient, the identifier used before UEI adoption","Número DUNS del beneficiario, identificador usado antes de la adopción del UEI",,no,,,no,"Descontinuado em abril de 2022, quando o UEI passou a ser o identificador oficial",recipient_duns
recipient_name,STRING,"Nome do beneficiário, padronizado a partir do registro no SAM","Name of the recipient, standardized from its SAM registration","Nombre del beneficiario, estandarizado a partir de su registro en SAM",,no,,,no,,recipient_name
recipient_name_raw,STRING,Nome do beneficiário exatamente como informado pela agência,Name of the recipient exactly as reported by the agency,Nombre del beneficiario exactamente como fue informado por la agencia,,no,,,no,,recipient_name_raw
recipient_parent_uei,STRING,Identificador único de entidade (UEI) da controladora do beneficiário,Unique entity identifier (UEI) of the recipient's parent entity,Identificador único de entidad (UEI) de la controladora del beneficiario,,no,,,no,,recipient_parent_uei
recipient_parent_duns,STRING,Número DUNS da controladora do beneficiário,DUNS number of the recipient's parent entity,Número DUNS de la controladora del beneficiario,,no,,,no,"Descontinuado em abril de 2022, quando o UEI passou a ser o identificador oficial",recipient_parent_duns
recipient_parent_name,STRING,"Nome da controladora do beneficiário, padronizado a partir do registro no SAM","Name of the recipient's parent entity, standardized from its SAM registration","Nombre de la controladora del beneficiario, estandarizado a partir de su registro en SAM",,no,,,no,,recipient_parent_name
recipient_parent_name_raw,STRING,Nome da controladora do beneficiário exatamente como informado pela agência,Name of the recipient's parent entity exactly as reported by the agency,Nombre de la controladora del beneficiario exactamente como fue informado por la agencia,,no,,,no,,recipient_parent_name_raw
recipient_country_code,STRING,Código do país do endereço do beneficiário,Country code of the recipient address,Código del país de la dirección del beneficiario,,no,,,no,,recipient_country_code
recipient_country_name,STRING,Nome do país do endereço do beneficiário,Country name of the recipient address,Nombre del país de la dirección del beneficiario,,no,,,no,,recipient_country_name
recipient_address_line_1,STRING,Primeira linha do endereço do beneficiário,First line of the recipient address,Primera línea de la dirección del beneficiario,,no,,,no,,recipient_address_line_1
recipient_address_line_2,STRING,Segunda linha do endereço do beneficiário,Second line of the recipient address,Segunda línea de la dirección del beneficiario,,no,,,no,,recipient_address_line_2
recipient_city_code,STRING,Código GNIS da cidade do beneficiário,GNIS code of the recipient city,Código GNIS de la ciudad del beneficiario,,no,,,no,,recipient_city_code
recipient_city_name,STRING,Nome da cidade do beneficiário,Name of the recipient city,Nombre de la ciudad del beneficiario,,no,,,no,,recipient_city_name
prime_award_transaction_recipient_county_fips_code,STRING,Código FIPS de cinco dígitos do condado do beneficiário,Five-digit FIPS code of the recipient county,Código FIPS de cinco dígitos del condado del beneficiario,,no,br_bd_diretorios_us.county:id_county,,no,,prime_award_transaction_recipient_county_fips_code
recipient_county_name,STRING,Nome do condado do beneficiário,Name of the recipient county,Nombre del condado del beneficiario,,no,,,no,,recipient_county_name
prime_award_transaction_recipient_state_fips_code,STRING,Código FIPS de dois dígitos do estado do beneficiário,Two-digit FIPS code of the recipient state,Código FIPS de dos dígitos del estado del beneficiario,,no,br_bd_diretorios_us.state:id_state,,no,,prime_award_transaction_recipient_state_fips_code
recipient_state_code,STRING,Sigla de duas letras do estado do beneficiário,Two-letter abbreviation of the recipient state,Sigla de dos letras del estado del beneficiario,,no,,,no,Sigla postal; a ligação ao diretório é feita pela coluna de código FIPS,recipient_state_code
recipient_state_name,STRING,Nome do estado do beneficiário,Name of the recipient state,Nombre del estado del beneficiario,,no,,,no,,recipient_state_name
recipient_zip_code,STRING,CEP de cinco dígitos do beneficiário,Five-digit ZIP code of the recipient,Código postal de cinco dígitos del beneficiario,,no,,,no,,recipient_zip_code
recipient_zip_last_4_code,STRING,Quatro dígitos finais do CEP do beneficiário,Last four digits of the recipient ZIP code,Cuatro dígitos finales del código postal del beneficiario,,no,,,no,,recipient_zip_last_4_code
prime_award_transaction_recipient_cd_original,STRING,Distrito eleitoral do beneficiário na delimitação vigente na data da ação,Congressional district of the recipient under the districting in force on the action date,Distrito electoral del beneficiario según la delimitación vigente en la fecha de la acción,,no,,,no,,prime_award_transaction_recipient_cd_original
prime_award_transaction_recipient_cd_current,STRING,Distrito eleitoral do beneficiário na delimitação vigente atualmente,Congressional district of the recipient under the current districting,Distrito electoral del beneficiario según la delimitación vigente actualmente,,no,,,no,,prime_award_transaction_recipient_cd_current
recipient_foreign_city_name,STRING,Nome da cidade estrangeira do beneficiário,Name of the foreign city of the recipient,Nombre de la ciudad extranjera del beneficiario,,no,,,no,,recipient_foreign_city_name
recipient_foreign_province_name,STRING,Nome da província estrangeira do beneficiário,Name of the foreign province of the recipient,Nombre de la provincia extranjera del beneficiario,,no,,,no,,recipient_foreign_province_name
recipient_foreign_postal_code,STRING,Código postal estrangeiro do beneficiário,Foreign postal code of the recipient,Código postal extranjero del beneficiario,,no,,,no,,recipient_foreign_postal_code
primary_place_of_performance_scope,STRING,Abrangência geográfica do local de execução,Geographic scope of the primary place of performance,Alcance geográfico del lugar de ejecución,,yes,,,no,,primary_place_of_performance_scope
primary_place_of_performance_country_code,STRING,Código do país onde a execução ocorre,Country code of the primary place of performance,Código del país donde ocurre la ejecución,,no,,,no,,primary_place_of_performance_country_code
primary_place_of_performance_country_name,STRING,Nome do país onde a execução ocorre,Country name of the primary place of performance,Nombre del país donde ocurre la ejecución,,no,,,no,,primary_place_of_performance_country_name
primary_place_of_performance_code,STRING,Código composto que identifica o local de execução e sua abrangência,Composite code identifying the primary place of performance and its scope,Código compuesto que identifica el lugar de ejecución y su alcance,,no,,,no,,primary_place_of_performance_code
primary_place_of_performance_city_name,STRING,Nome da cidade onde a execução ocorre,City name of the primary place of performance,Nombre de la ciudad donde ocurre la ejecución,,no,,,no,,primary_place_of_performance_city_name
prime_award_transaction_place_of_performance_county_fips_code,STRING,Código FIPS de cinco dígitos do condado onde a execução ocorre,Five-digit FIPS code of the county of the primary place of performance,Código FIPS de cinco dígitos del condado donde ocurre la ejecución,,no,br_bd_diretorios_us.county:id_county,,no,,prime_award_transaction_place_of_performance_county_fips_code
primary_place_of_performance_county_name,STRING,Nome do condado onde a execução ocorre,County name of the primary place of performance,Nombre del condado donde ocurre la ejecución,,no,,,no,,primary_place_of_performance_county_name
prime_award_transaction_place_of_performance_state_fips_code,STRING,Código FIPS de dois dígitos do estado onde a execução ocorre,Two-digit FIPS code of the state of the primary place of performance,Código FIPS de dos dígitos del estado donde ocurre la ejecución,,no,br_bd_diretorios_us.state:id_state,,no,,prime_award_transaction_place_of_performance_state_fips_code
primary_place_of_performance_state_name,STRING,Nome do estado onde a execução ocorre,State name of the primary place of performance,Nombre del estado donde ocurre la ejecución,,no,,,no,,primary_place_of_performance_state_name
