name,bigquery_type,description,temporal_coverage,covered_by_dictionary,directory_column,measurement_unit,has_sensitive_data,observations,original_name
year,INT64,Year of the survey data collection (fall of academic year for most components),,no,br_bd_diretorios_data_tempo.ano:ano,,no,,
unitid,INT64,Unique identification number of the institution,,no,,,no,,unitid
institution_name,STRING,Institution (entity) name,,no,,,no,,instnm
ialias,STRING,Institution name alias,,no,,,no,,ialias
addr,STRING,Street address or post office box,,no,,,no,,addr
city,STRING,City location of institution,,no,,,no,,city
state,STRING,State abbreviation,,no,,,no,,stabbr
zip_code,STRING,ZIP code,,no,,,no,,zip
fips_state,INT64,FIPS state code,,no,,,no,,fips
region,INT64,Bureau of Economic Analysis (BEA) regions,,no,,,no,,obereg
chfnm,STRING,Name of chief administrator,,no,,,no,,chfnm
chftitle,STRING,Title of chief administrator,,no,,,no,,chftitle
gentele,FLOAT64,General information telephone number,,no,,,no,,gentele
ein,FLOAT64,Employer Identification Number,,no,,,no,,ein
ueis,STRING,Unique Entity Identifier (UEI) Numbers,,no,,,no,,ueis
opeid,FLOAT64,Office of Postsecondary Education (OPE) ID Number,,no,,,no,,opeid
opeflag,INT64,OPE Title IV eligibility indicator code,,no,,,no,,opeflag
website,STRING,Institution's internet website address,,no,,,no,,webaddr
adminurl,STRING,Admissions office web address,,no,,,no,,adminurl
faidurl,STRING,Financial aid office web address,,no,,,no,,faidurl
applurl,STRING,Online application web address,,no,,,no,,applurl
npricurl,STRING,Net price calculator web address,,no,,,no,,npricurl
veturl,STRING,Veterans and Military Servicemembers tuition policies web address,,no,,,no,,veturl
athurl,STRING,Student-Right-to-Know student athlete graduation rate web address,,no,,,no,,athurl
disaurl,STRING,Disability Services Web Address,,no,,,no,,disaurl
sector,INT64,Sector of institution,,no,,,no,,sector
level,INT64,Level of institution,,no,,,no,,iclevel
control,INT64,Control of institution,,no,,,no,,control
hloffer,INT64,Highest level of offering,,no,,,no,,hloffer
ugoffer,INT64,Undergraduate offering,,no,,,no,,ugoffer
groffer,INT64,Graduate offering,,no,,,no,,groffer
hdegofr1,FLOAT64,Highest degree offered,,no,,,no,,hdegofr1
degree_granting,INT64,Degree-granting status,,no,,,no,,deggrant
hbcu,INT64,Historically Black College or University,,no,,,no,,hbcu
hospital,INT64,Institution has hospital,,no,,,no,,hospital
medical,INT64,Institution grants a medical degree,,no,,,no,,medical
tribal,INT64,Tribal college,,no,,,no,,tribal
locale_code,INT64,Degree of urbanization (Urban-centric locale),,no,,,no,,locale
openpubl,INT64,Institution open to the general public,,no,,,no,,openpubl
act,STRING,Status of institution,,no,,,no,,act
newid,FLOAT64,UNITID for merged schools,,no,,,no,,newid
deathyr,INT64,Year institution was deleted from IPEDS,,no,,,no,,deathyr
close_date,FLOAT64,Date institution closed,,no,,,no,,closedat
currently_active,INT64,Institution is active in current year,,no,,,no,,cyactive
postsec,INT64,Primarily postsecondary indicator,,no,,,no,,postsec
pseflag,INT64,Postsecondary institution indicator,,no,,,no,,pseflag
pset4flg,INT64,Postsecondary and Title IV institution indicator,,no,,,no,,pset4flg
rptmth,FLOAT64,"Reporting method for student charges, graduation rates, retention rates and student financial aid",,no,,,no,,rptmth
