name,bigquery_type,description,temporal_coverage,covered_by_dictionary,directory_column,measurement_unit,has_sensitive_data,observations,original_name
year,INT64,Year of the survey data collection (fall of academic year for most components),,no,br_bd_diretorios_data_tempo.ano:ano,,no,,
unitid,INT64,Unique identification number of the institution,,no,,,no,,unitid
xf2a01,STRING,Imputation field for F2A01 - Long-term investments,,no,,,no,,xf2a01
f2a01,FLOAT64,Long-term investments,,no,,,no,,f2a01
xf2a19,STRING,"Imputation field for F2A19 - Property, Plant, and Equipment, net of accumulated depreciation",,no,,,no,,xf2a19
f2a19,FLOAT64,"Property, Plant, and Equipment, net of accumulated depreciation",,no,,,no,,f2a19
xf2a20,STRING,"Imputation field for F2A20 - Intangible Assets, net of accumulated amortization",,no,,,no,,xf2a20
f2a20,FLOAT64,"Intangible Assets, net of accumulated amortization",,no,,,no,,f2a20
xf2a02,STRING,Imputation field for F2A02 - Total assets,,no,,,no,,xf2a02
f2a02,FLOAT64,Total assets,,no,,,no,,f2a02
xf2a03,STRING,Imputation field for F2A03 - Total liabilities,,no,,,no,,xf2a03
f2a03,FLOAT64,Total liabilities,,no,,,no,,f2a03
xf2a03a,STRING,"Imputation field for F2A03A - Debt related to Property, Plant, and Equipment",,no,,,no,,xf2a03a
f2a03a,FLOAT64,"Debt related to Property, Plant, and Equipment",,no,,,no,,f2a03a
xf2a04,STRING,Imputation field for F2A04 - Total unrestricted net assets,,no,,,no,,xf2a04
f2a04,FLOAT64,Total unrestricted net assets,,no,,,no,,f2a04
xf2a05,STRING,Imputation field for F2A05 - Total restricted net assets,,no,,,no,,xf2a05
f2a05,FLOAT64,Total restricted net assets,,no,,,no,,f2a05
xf2a05a,STRING,Imputation field for F2A05A - Permanently restricted net assets included in total restricted net assets,,no,,,no,,xf2a05a
f2a05a,FLOAT64,Permanently restricted net assets included in total restricted net assets,,no,,,no,,f2a05a
xf2a05b,STRING,Imputation field for F2A05B - Temporarily restricted net assets,,no,,,no,,xf2a05b
f2a05b,FLOAT64,Temporarily restricted net assets,,no,,,no,,f2a05b
xf2a06,STRING,Imputation field for F2A06 - Total net assets,,no,,,no,,xf2a06
f2a06,FLOAT64,Total net assets,,no,,,no,,f2a06
xf2a11,STRING,Imputation field for F2A11 - Land  improvements - End of year,,no,,,no,,xf2a11
f2a11,FLOAT64,Land  improvements - End of year,,no,,,no,,f2a11
xf2a12,STRING,Imputation field for F2A12 - Buildings - End of year,,no,,,no,,xf2a12
f2a12,FLOAT64,Buildings - End of year,,no,,,no,,f2a12
xf2a13,STRING,"Imputation field for F2A13 - Equipment, including art and library collections - End of year",,no,,,no,,xf2a13
f2a13,FLOAT64,"Equipment, including art and library collections - End of year",,no,,,no,,f2a13
xf2a15,STRING,Imputation field for F2A15 - Construction in Progress,,no,,,no,,xf2a15
f2a15,FLOAT64,Construction in Progress,,no,,,no,,f2a15
xf2a16,STRING,"Imputation field for F2A16 - Other plant, property and equipment",,no,,,no,,xf2a16
f2a16,FLOAT64,"Other plant, property and equipment",,no,,,no,,f2a16
xf2a17,STRING,"Imputation field for F2A17 - Total Plant, Property, and Equipment",,no,,,no,,xf2a17
