name,bigquery_type,description,temporal_coverage,covered_by_dictionary,directory_column,measurement_unit,has_sensitive_data,observations,original_name,description_en,description_es
ano,INT64,Ano de publicação da contratação no PNCP,2021(1)2026,no,br_bd_diretorios_data_tempo.ano:ano,year,no,"Coluna de particionamento, derivada da data correspondente",,Year of publication of the procurement on PNCP,Año de publicación de la contratación en el PNCP
sigla_uf,STRING,Sigla da unidade da federação da unidade compradora,,no,br_bd_diretorios_brasil.uf:sigla_uf,,no,,unidadeOrgaoUfSigla,Abbreviation of the purchasing unit's federative unit,Sigla de la unidad federativa de la unidad compradora
id_municipio,STRING,Código IBGE de 7 dígitos do município da unidade compradora,,no,br_bd_diretorios_brasil.municipio:id_municipio,,no,,unidadeOrgaoCodigoIbge,Seven-digit IBGE code of the purchasing unit's municipality,Código IBGE de siete dígitos del municipio de la unidad compradora
id_compra,STRING,Identificador da contratação no SIASG,,no,,,no,"Concatena código da UASG, modalidade e número da compra. Chave primária da tabela",idCompra,Identifier of the procurement in SIASG,Identificador de la contratación en el SIASG
numero_controle_pncp,STRING,Número de controle da contratação no PNCP,,no,,,no,Formato CNPJ-1-sequencial/ano. Chave de junção com o conjunto br_pncp,numeroControlePNCP,PNCP control number of the procurement,Número de control de la contratación en el PNCP
ano_compra_pncp,INT64,Ano da contratação no numerador do PNCP,,no,,year,no,,anoCompraPncp,Procurement year in the PNCP numbering,Año de la contratación en la numeración del PNCP
sequencial_compra_pncp,STRING,Número sequencial da contratação no PNCP dentro do ano e do órgão,,no,,,no,,sequencialCompraPncp,Sequential number of the procurement within the year and body in PNCP,Número secuencial de la contratación dentro del año y del órgano en el PNCP
numero_compra,STRING,Número da compra atribuído pela unidade compradora,,no,,,no,,numeroCompra,Purchase number assigned by the purchasing unit,Número de la compra asignado por la unidad compradora
processo,STRING,Número do processo administrativo da contratação,,no,,,no,,processo,Administrative case number of the procurement,Número del proceso administrativo de la contratación
codigo_orgao,STRING,Código do órgão comprador no SIASG,,no,,,no,,codigoOrgao,SIASG code of the purchasing body,Código del órgano comprador en el SIASG
cnpj_orgao,STRING,CNPJ do órgão comprador,,no,,,no,,orgaoEntidadeCnpj,Taxpayer number of the purchasing body,CNPJ del órgano comprador
nome_orgao,STRING,Razão social do órgão comprador,,no,,,no,,orgaoEntidadeRazaoSocial,Corporate name of the purchasing body,Razón social del órgano comprador
esfera,STRING,Esfera federativa do órgão comprador,,yes,,,no,"F federal, E estadual, M municipal, D distrital, N não classificado",orgaoEntidadeEsferaId,Federative sphere of the purchasing body,Esfera federativa del órgano comprador
poder,STRING,Poder ao qual o órgão comprador pertence,,yes,,,no,"E Executivo, L Legislativo, J Judiciário, N não classificado",orgaoEntidadePoderId,Branch of government of the purchasing body,Poder al que pertenece el órgano comprador
codigo_unidade,STRING,Código da UASG compradora,,no,,,no,,unidadeOrgaoCodigoUnidade,Code of the purchasing UASG,Código de la UASG compradora
nome_unidade,STRING,Nome da UASG compradora,,no,,,no,,unidadeOrgaoNomeUnidade,Name of the purchasing UASG,Nombre de la UASG compradora
nome_municipio,STRING,Nome do município da unidade compradora,,no,,,no,,unidadeOrgaoMunicipioNome,Name of the purchasing unit's municipality,Nombre del municipio de la unidad compradora
cnpj_orgao_subrogado,STRING,"CNPJ do órgão sub-rogado, quando a contratação foi transferida",,no,,,no,"Sub-rogação ocorre em cerca de 0,1% das contratações",orgaoSubrogadoCnpj,"Taxpayer number of the subrogated body, when the procurement was transferred","CNPJ del órgano subrogado, cuando la contratación fue transferida"
nome_orgao_subrogado,STRING,Razão social do órgão sub-rogado,,no,,,no,,orgaoSubrogadoRazaoSocial,Corporate name of the subrogated body,Razón social del órgano subrogado
esfera_subrogado,STRING,Esfera federativa do órgão sub-rogado,,yes,,,no,,orgaoSubrogadoEsferaId,Federative sphere of the subrogated body,Esfera federativa del órgano subrogado
poder_subrogado,STRING,Poder do órgão sub-rogado,,yes,,,no,,orgaoSubrogadoPoderId,Branch of government of the subrogated body,Poder del órgano subrogado
codigo_unidade_subrogada,STRING,Código da UASG sub-rogada,,no,,,no,,unidadeSubrogadaCodigoUnidade,Code of the subrogated UASG,Código de la UASG subrogada
nome_unidade_subrogada,STRING,Nome da UASG sub-rogada,,no,,,no,,unidadeSubrogadaNomeUnidade,Name of the subrogated UASG,Nombre de la UASG subrogada
sigla_uf_subrogada,STRING,Sigla da unidade da federação da UASG sub-rogada,,no,,,no,,unidadeSubrogadaUfSigla,Federative unit abbreviation of the subrogated UASG,Sigla de la unidad federativa de la UASG subrogada
id_municipio_subrogada,STRING,Código IBGE do município da UASG sub-rogada,,no,,,no,,unidadeSubrogadaCodigoIbge,IBGE municipality code of the subrogated UASG,Código IBGE del municipio de la UASG subrogada
nome_municipio_subrogada,STRING,Nome do município da UASG sub-rogada,,no,,,no,,unidadeSubrogadaMunicipioNome,Municipality name of the subrogated UASG,Nombre del municipio de la UASG subrogada
codigo_modalidade,STRING,Código da modalidade de contratação no SIASG,,yes,,,no,"Codificação do SIASG, distinta da do PNCP. Apenas 3, 5, 6 e 7 possuem registros",codigoModalidade,SIASG code of the procurement modality,Código de la modalidad de contratación en el SIASG
id_modalidade_pncp,STRING,Código da modalidade de contratação no PNCP,,yes,,,no,"Codificação do PNCP. O código 6 do SIASG corresponde ao 8 do PNCP, Dispensa",modalidadeIdPncp,PNCP code of the procurement modality,Código de la modalidad de contratación en el PNCP
modalidade,STRING,Nome da modalidade de contratação,,no,,,no,,modalidadeNome,Name of the procurement modality,Nombre de la modalidad de contratación
id_modo_disputa_pncp,STRING,Código do modo de disputa no PNCP,,yes,,,no,,modoDisputaIdPncp,PNCP code of the dispute mode,Código del modo de disputa en el PNCP
codigo_modo_disputa,STRING,Código do modo de disputa no SIASG,,yes,,,no,,codigoModoDisputa,SIASG code of the dispute mode,Código del modo de disputa en el SIASG
modo_disputa,STRING,"Modo de disputa, como aberto, fechado ou aberto-fechado",,no,,,no,,modoDisputaNomePncp,"Dispute mode, such as open, closed or open-closed","Modo de disputa, como abierto, cerrado o abierto-cerrado"
codigo_amparo_legal,STRING,Código do amparo legal da contratação no PNCP,,yes,,,no,,amparoLegalCodigoPncp,PNCP code of the legal basis for the procurement,Código del amparo legal de la contratación en el PNCP
amparo_legal,STRING,Dispositivo legal que ampara a contratação,,no,,,no,,amparoLegalNome,Legal provision the procurement relies on,Disposición legal que ampara la contratación
descricao_amparo_legal,STRING,Descrição do dispositivo legal que ampara a contratação,,no,,,no,,amparoLegalDescricao,Description of the legal provision the procurement relies on,Descripción de la disposición legal que ampara la contratación
codigo_tipo_instrumento_convocatorio,STRING,Código do tipo de instrumento convocatório no PNCP,,yes,,,no,,tipoInstrumentoConvocatorioCodigoPncp,PNCP code of the type of calling instrument,Código del tipo de instrumento convocatorio en el PNCP
tipo_instrumento_convocatorio,STRING,"Tipo de instrumento convocatório, como edital ou aviso de contratação direta",,no,,,no,,tipoInstrumentoConvocatorioNome,"Type of calling instrument, such as a public notice or a direct contracting notice","Tipo de instrumento convocatorio, como pliego o aviso de contratación directa"
id_situacao_compra,STRING,Código da situação da contratação no PNCP,,yes,,,no,,situacaoCompraIdPncp,PNCP code of the procurement status,Código de la situación de la contratación en el PNCP
situacao_compra,STRING,"Situação da contratação, como divulgada no PNCP, suspensa, revogada ou anulada",,no,,,no,,situacaoCompraNomePncp,"Procurement status, such as published on PNCP, suspended, revoked or annulled","Situación de la contratación, como divulgada en el PNCP, suspendida, revocada o anulada"
codigo_orcamento_sigiloso,STRING,Código do regime de sigilo do orçamento estimado,,yes,,,no,,orcamentoSigilosoCodigo,Code of the confidentiality regime of the estimated budget,Código del régimen de secreto del presupuesto estimado
orcamento_sigiloso,STRING,Regime de sigilo do orçamento estimado da contratação,,no,,,no,,orcamentoSigilosoDescricao,Confidentiality regime of the procurement's estimated budget,Régimen de secreto del presupuesto estimado de la contratación
objeto_compra,STRING,Descrição do objeto da contratação,,no,,,no,,objetoCompra,Description of the procurement's subject matter,Descripción del objeto de la contratación
informacao_complementar,STRING,Informações complementares publicadas com a contratação,,no,,,no,,informacaoComplementar,Supplementary information published with the procurement,Información complementaria publicada con la contratación
valor_total_estimado,FLOAT64,Valor total estimado da contratação,,no,,BRL,no,,valorTotalEstimado,Total estimated value of the procurement,Valor total estimado de la contratación
valor_total_homologado,FLOAT64,Valor total homologado da contratação,,no,,BRL,no,Vazio enquanto a contratação não tem resultado homologado,valorTotalHomologado,Total awarded value of the procurement,Valor total homologado de la contratación
indicador_srp,BOOLEAN,Indica se a contratação usa Sistema de Registro de Preços,,no,,,no,"Contratações SRP geram atas de registro de preço, na tabela ata_registro_preco",srp,Whether the procurement uses the price registration system (SRP),Indica si la contratación usa el Sistema de Registro de Precios
indicador_existe_resultado,BOOLEAN,Indica se a contratação possui resultado registrado,,no,,,no,,existeResultado,Whether the procurement has a recorded result,Indica si la contratación tiene resultado registrado
indicador_contratacao_excluida,BOOLEAN,Indica se a contratação foi excluída do PNCP,,no,,,no,,contratacaoExcluida,Whether the procurement was deleted from PNCP,Indica si la contratación fue excluida del PNCP
data_publicacao_pncp,DATETIME,Data e hora de publicação da contratação no PNCP,,no,,,no,,dataPublicacaoPncp,Timestamp when the procurement was published on PNCP,Fecha y hora de publicación de la contratación en el PNCP
data_inclusao_pncp,DATETIME,Data e hora de inclusão da contratação no PNCP,,no,,,no,,dataInclusaoPncp,Timestamp when the procurement was added to PNCP,Fecha y hora de inclusión de la contratación en el PNCP
data_atualizacao_pncp,DATETIME,Data e hora da última atualização da contratação no PNCP,,no,,,no,"97,4% das contratações nunca são alteradas após a publicação",dataAtualizacaoPncp,Timestamp of the last update to the procurement on PNCP,Fecha y hora de la última actualización de la contratación en el PNCP
data_abertura_proposta,DATETIME,Data e hora de abertura do prazo de propostas,,no,,,no,,dataAberturaPropostaPncp,Timestamp when the proposal window opens,Fecha y hora de apertura del plazo de propuestas
data_encerramento_proposta,DATETIME,Data e hora de encerramento do prazo de propostas,,no,,,no,,dataEncerramentoPropostaPncp,Timestamp when the proposal window closes,Fecha y hora de cierre del plazo de propuestas
