name,bigquery_type,description,temporal_coverage,covered_by_dictionary,directory_column,measurement_unit,has_sensitive_data,observations,original_name,description_en,description_es
ano,INT64,Ano de inclusão do item no PNCP,2021(1)2026,no,br_bd_diretorios_data_tempo.ano:ano,year,no,"Coluna de particionamento, derivada da data correspondente",,Year of the item's inclusion on PNCP,Año de la inclusión del ítem en el PNCP
id_compra,STRING,Identificador da contratação no SIASG,,no,,,no,Junta com a tabela contratacao,idCompra,Identifier of the procurement in SIASG,Identificador de la contratación en el SIASG
id_compra_item,STRING,Identificador do item da contratação no SIASG,,no,,,no,Chave primária da tabela,idCompraItem,Identifier of the procurement item in SIASG,Identificador del ítem de la contratación en el SIASG
numero_controle_pncp,STRING,Número de controle da contratação no PNCP,,no,,,no,,numeroControlePNCPCompra,PNCP control number of the procurement,Número de control de la contratación en el PNCP
id_contratacao_pncp,STRING,Número de controle da contratação no PNCP repetido pela fonte,,no,,,no,Idêntico a numero_controle_pncp em todas as amostras verificadas,idContratacaoPNCP,"PNCP control number of the procurement, repeated by the source","Número de control de la contratación en el PNCP, repetido por la fuente"
cnpj_orgao,STRING,CNPJ do órgão comprador,,no,,,no,,orgaoEntidadeCnpj,Taxpayer number of the purchasing body,CNPJ del órgano comprador
codigo_unidade,STRING,Código da UASG compradora,,no,,,no,,unidadeOrgaoCodigoUnidade,Code of the purchasing UASG,Código de la UASG compradora
numero_item_pncp,STRING,Número do item na contratação segundo o PNCP,,no,,,no,,numeroItemPncp,Item number within the procurement according to PNCP,Número del ítem en la contratación según el PNCP
numero_item_compra,STRING,Número do item na contratação segundo o SIASG,,no,,,no,,numeroItemCompra,Item number within the procurement according to SIASG,Número del ítem en la contratación según el SIASG
numero_grupo,STRING,Número do grupo de itens ao qual o item pertence,,no,,,no,O valor 0 indica item que não integra grupo,numeroGrupo,Number of the item group the item belongs to,Número del grupo de ítems al que pertenece el ítem
tipo_item,STRING,Indica se o item é material ou serviço,,yes,,,no,"M material, S serviço",materialOuServico,Whether the item is a material or a service,Indica si el ítem es material o servicio
nome_tipo_item,STRING,Nome do tipo do item,,no,,,no,,materialOuServicoNome,Name of the item type,Nombre del tipo de ítem
codigo_item_catalogo,STRING,Código do item nos catálogos CATMAT ou CATSER,,no,,,no,Junta com catalogo_material quando tipo_item é M e com catalogo_servico quando é S,codItemCatalogo,Code of the item in the CATMAT or CATSER catalogues,Código del ítem en los catálogos CATMAT o CATSER
codigo_grupo,STRING,Código do grupo do item no catálogo,,no,,,no,,codigoGrupo,Code of the item's catalogue group,Código del grupo del ítem en el catálogo
codigo_classe,STRING,Código da classe do item no catálogo,,no,,,no,,codigoClasse,Code of the item's catalogue class,Código de la clase del ítem en el catálogo
codigo_pdm,STRING,Código do Padrão Descritivo de Material do item,,no,,,no,,codigoPdm,Code of the item's material descriptive standard,Código del Patrón Descriptivo de Material del ítem
nome_pdm,STRING,Nome do Padrão Descritivo de Material do item,,no,,,no,,nomePdm,Name of the item's material descriptive standard,Nombre del Patrón Descriptivo de Material del ítem
codigo_ncm,STRING,Código NCM da Nomenclatura Comum do Mercosul do item,,no,,,no,,codigoNCM,Mercosur Common Nomenclature code of the item,Código NCM de la Nomenclatura Común del Mercosur del ítem
descricao_ncm,STRING,Descrição da classificação NCM do item,,no,,,no,Integralmente vazia nas amostras verificadas em 2026-08,descricaoNCM,Description of the item's NCM classification,Descripción de la clasificación NCM del ítem
descricao_resumida,STRING,Descrição resumida do item,,no,,,no,,descricaoResumida,Short description of the item,Descripción resumida del ítem
descricao_detalhada,STRING,Descrição detalhada do item,,no,,,no,,descricaodetalhada,Detailed description of the item,Descripción detallada del ítem
unidade_medida,STRING,Unidade de medida do item,,no,,,no,,unidadeMedida,Unit of measurement of the item,Unidad de medida del ítem
id_item_categoria,STRING,Código da categoria do item no PNCP,,yes,,,no,,itemCategoriaIdPncp,PNCP code of the item category,Código de la categoría del ítem en el PNCP
item_categoria,STRING,"Categoria do item, como informática, obras ou serviços de engenharia",,no,,,no,,itemCategoriaNome,"Item category, such as IT, works or engineering services","Categoría del ítem, como informática, obras o servicios de ingeniería"
