name,bigquery_type,description,temporal_coverage,covered_by_dictionary,directory_column,measurement_unit,has_sensitive_data,observations,original_name,description_en,description_es
data_extracao,DATE,Data em que o registro foi extraído da API Compras.gov.br,,no,,,no,"Coluna de particionamento. A fonte publica apenas o estado corrente do cadastro, sem histórico, portanto cada extração é uma fotografia",,Date on which the record was extracted from the Compras.gov.br API,Fecha en que el registro fue extraído de la API Compras.gov.br
sigla_uf,STRING,Sigla da unidade da federação onde a UASG está sediada,,no,br_bd_diretorios_brasil.uf:sigla_uf,,no,,siglaUf,Abbreviation of the federative unit where the UASG is based,Sigla de la unidad federativa donde la UASG está ubicada
id_municipio,STRING,Código IBGE de 7 dígitos do município onde a UASG está sediada,,no,br_bd_diretorios_brasil.municipio:id_municipio,,no,,codigoMunicipioIbge,Seven-digit IBGE code of the municipality where the UASG is based,Código IBGE de siete dígitos del municipio donde la UASG está ubicada
codigo_uasg,STRING,Código da Unidade Administrativa de Serviços Gerais,,no,,,no,,codigoUasg,Code of the administrative purchasing unit (UASG),Código de la Unidad Administrativa de Servicios Generales
codigo_orgao,STRING,Código do órgão ao qual a UASG pertence,,no,,,no,,codigoOrgao,Code of the body the UASG belongs to,Código del órgano al que pertenece la UASG
cnpj_orgao,STRING,CNPJ ou CPF do órgão ao qual a UASG pertence,,no,,,no,,cnpjCpfOrgao,Taxpayer number of the body the UASG belongs to,CNPJ o CPF del órgano al que pertenece la UASG
cnpj_orgao_vinculado,STRING,CNPJ ou CPF do órgão vinculado,,no,,,no,,cnpjCpfOrgaoVinculado,Taxpayer number of the attached-to body,CNPJ o CPF del órgano vinculado
cnpj_orgao_superior,STRING,CNPJ ou CPF do órgão superior,,no,,,no,,cnpjCpfOrgaoSuperior,Taxpayer number of the superior body,CNPJ o CPF del órgano superior
cnpj_uasg,STRING,"CNPJ ou CPF próprio da UASG, quando possui",,no,,,no,,cnpjCpfUasg,"Own taxpayer number of the UASG, where it has one","CNPJ o CPF propio de la UASG, cuando lo tiene"
nome_uasg,STRING,Nome da UASG,,no,,,no,,nomeUasg,Name of the UASG,Nombre de la UASG
codigo_municipio_siasg,STRING,Código do município no SIASG,,no,,,no,"Codificação interna do SIASG, distinta do código IBGE em id_municipio",codigoMunicipio,Municipality code in SIASG,Código del municipio en el SIASG
nome_municipio,STRING,Nome do município onde a UASG está sediada,,no,,,no,,nomeMunicipioIbge,Name of the municipality where the UASG is based,Nombre del municipio donde la UASG está ubicada
codigo_unidade_polo,STRING,Código da unidade polo à qual a UASG se subordina,,no,,,no,,codigoUnidadePolo,Code of the hub unit the UASG reports to,Código de la unidad polo a la que la UASG se subordina
nome_unidade_polo,STRING,Nome da unidade polo,,no,,,no,,nomeUnidadePolo,Name of the hub unit,Nombre de la unidad polo
codigo_unidade_espelho,STRING,"Código da unidade espelho, quando a UASG replica outra unidade",,no,,,no,O valor 0 indica ausência de unidade espelho,codigoUnidadeEspelho,"Code of the mirror unit, when the UASG replicates another unit","Código de la unidad espejo, cuando la UASG replica otra unidad"
nome_unidade_espelho,STRING,Nome da unidade espelho,,no,,,no,Integralmente vazia nas amostras verificadas em 2026-08,nomeUnidadeEspelho,Name of the mirror unit,Nombre de la unidad espejo
codigo_siorg,STRING,Código da unidade no SIORG,,no,,,no,SIORG é o Sistema de Informações Organizacionais do Governo Federal,codigoSiorg,Unit code in SIORG,Código de la unidad en el SIORG
indicador_uso_sisg,BOOLEAN,Indica se a UASG integra o SISG,,no,,,no,,usoSisg,Whether the UASG is part of SISG,Indica si la UASG integra el SISG
indicador_adesao_siasg,BOOLEAN,Indica se a UASG aderiu ao SIASG,,no,,,no,Unidades estaduais e municipais aparecem no cadastro por adesão voluntária ao sistema federal,adesaoSiasg,Whether the UASG has joined SIASG,Indica si la UASG se adhirió al SIASG
indicador_uasg_cadastradora,BOOLEAN,Indica se a UASG pode cadastrar fornecedores no SICAF,,no,,,no,,uasgCadastradora,Whether the UASG may register suppliers in SICAF,Indica si la UASG puede registrar proveedores en el SICAF
indicador_uasg_ativa,BOOLEAN,Indica se a UASG está ativa no cadastro,,no,,,no,,statusUasg,Whether the UASG is active in the registry,Indica si la UASG está activa en el registro
data_implantacao_sidec,DATETIME,Data e hora de implantação da UASG no SIDEC,,no,,,no,,dataImplantacaoSidec,Timestamp when the UASG was set up in SIDEC,Fecha y hora de implantación de la UASG en el SIDEC
data_hora_movimento,DATETIME,Data e hora da última movimentação do cadastro da UASG,,no,,,no,,dataHoraMovimento,Timestamp of the last change to the UASG's registry entry,Fecha y hora del último movimiento del registro de la UASG
