name,bigquery_type,description,temporal_coverage,covered_by_dictionary,directory_column,measurement_unit,has_sensitive_data,observations,original_name,description_en,description_es
year,INT64,Ano de referência da observação,1800(1)2025,no,br_bd_diretorios_data_tempo.ano:ano,year,no,Coluna de particionamento,year,Reference year of the observation,Año de referencia de la observación
country_code,STRING,Código da área geográfica na notação da WID,,no,,,no,"Inclui países em ISO 3166-1 alfa-2, unidades subnacionais (US-CA, DE-BY, CN-UR) e agregados regionais da WID (WO para o mundo, além dos prefixos O, Q e X). Os sufixos -MER e -PPP distinguem agregados convertidos a taxas de câmbio de mercado e a paridade de poder de compra. Detalhado na tabela country",country,WID code for the geographic area,Código del área geográfica en la notación de WID
variable,STRING,Código completo da variável na notação da WID,,no,,,no,"Concatenação de tipo de série, conceito, unidade populacional e faixa etária, nesta ordem (por exemplo sptincj992). Referencia a tabela series junto com country_code",variable,Full WID variable code,Código completo de la variable en la notación de WID
series_type,STRING,Código do tipo de série,,yes,,,no,"Primeiro caractere de variable; indica a forma de medida (a para média, s para participação, t para limiar, g para índice de Gini, entre outros)",,Series type code,Código del tipo de serie
concept,STRING,Código do conceito econômico medido,,no,,,no,"Caracteres 2 a 6 de variable (por exemplo ptinc para renda antes de impostos, hweal para riqueza dos domicílios, diinc para renda disponível). O rótulo por extenso está em series.name",,Code of the economic concept measured,Código del concepto económico medido
pop,STRING,Código da unidade populacional,,yes,,,no,Caractere 7 de variable; replicado da coluna homônima do arquivo de origem,pop,Population unit code,Código de la unidad poblacional
age,STRING,Código da faixa etária da população de referência,,yes,,,no,Caracteres 8 a 10 de variable; replicado da coluna homônima do arquivo de origem,age,Age group code of the reference population,Código del grupo de edad de la población de referencia
percentile,STRING,Percentil ou intervalo de percentis a que a observação se refere,,no,,,no,"Notação pXpY para intervalos (p0p100 para o total, p99p100 para o topo 1%, p0p50 para a metade inferior). Percentis fracionários (p99.9p100) detalham o topo da distribuição",percentile,Percentile or percentile range the observation refers to,Percentil o intervalo de percentiles al que se refiere la observación
value,FLOAT64,Valor da observação,,no,,,no,"A unidade varia por série e está registrada em series.unit; pode ser moeda local, percentual da renda nacional, percentual do PIB, número de pessoas ou emissões de CO2",value,Value of the observation,Valor de la observación
data_quality,STRING,Índice de qualidade do dado atribuído pela WID,,no,,,no,"Valores inteiros de 0 a 5. Nulo em todos os agregados regionais, cuja coluna não é publicada pelo arquivo de origem (18.603.714 linhas). A WID não publica um codebook para esta coluna. Em 46 linhas do Chile na série wpwodki999 o arquivo de origem traz valores fracionários, preservados como vêm",data_quality,WID-assigned data quality index,Índice de calidad del dato asignado por WID
