id_tabela,nome_coluna,chave,cobertura_temporal,valor
synop,type_tendance_barometrique,0,,"En hausse, puis en baisse ; pression égale ou supérieure à celle d'il y a 3 heures"
synop,type_tendance_barometrique,1,,"En hausse, puis stationnaire, ou en hausse plus lente"
synop,type_tendance_barometrique,2,,En hausse régulière ou irrégulière
synop,type_tendance_barometrique,3,,"En baisse ou stationnaire, puis en hausse ; ou en hausse plus rapide"
synop,type_tendance_barometrique,4,,Stationnaire ; pression égale à celle d'il y a 3 heures
synop,type_tendance_barometrique,5,,"En baisse, puis en hausse ; pression égale ou inférieure à celle d'il y a 3 heures"
synop,type_tendance_barometrique,6,,"En baisse, puis stationnaire, ou en baisse plus lente"
synop,type_tendance_barometrique,7,,En baisse régulière ou irrégulière
synop,type_tendance_barometrique,8,,"Stationnaire ou en hausse, puis en baisse ; ou en baisse plus rapide"
synop,type_tendance_barometrique,10,,Valeur non définie dans la table de code
synop,temps_present,0,,Évolution des nuages non observée ou non observable
synop,temps_present,1,,Nuages se dissolvant ou devenant moins denses
synop,temps_present,2,,État du ciel dans l'ensemble sans changement
synop,temps_present,3,,Nuages se formant ou se développant
synop,temps_present,4,,Visibilité réduite par de la fumée
synop,temps_present,5,,Brume sèche
synop,temps_present,6,,"Poussière en suspension dans l'air, non soulevée par le vent"
synop,temps_present,7,,Poussière ou sable soulevé par le vent
synop,temps_present,8,,Tourbillon de poussière ou de sable bien développé
synop,temps_present,9,,Tempête de poussière ou de sable en vue ou à la station durant l'heure précédente
synop,temps_present,10,,Brume
synop,temps_present,11,,Bancs de brouillard peu épais au niveau du sol
synop,temps_present,12,,Brouillard mince plus ou moins continu au niveau du sol
synop,temps_present,13,,"Éclairs visibles, tonnerre non entendu"
synop,temps_present,14,,"Précipitations en vue, n'atteignant pas le sol"
synop,temps_present,15,,"Précipitations en vue, atteignant le sol, loin de la station"
synop,temps_present,16,,"Précipitations en vue, atteignant le sol, près de la station"
synop,temps_present,17,,Orage sans précipitations à la station
synop,temps_present,18,,Grains à la station ou en vue durant l'heure précédente
synop,temps_present,19,,Trombe à la station ou en vue durant l'heure précédente
synop,temps_present,20,,"Bruine ou neige en grains durant l'heure précédente, non au moment de l'observation"
synop,temps_present,21,,"Pluie durant l'heure précédente, non au moment de l'observation"
synop,temps_present,22,,"Neige durant l'heure précédente, non au moment de l'observation"
synop,temps_present,23,,Pluie et neige mêlées ou granules de glace durant l'heure précédente
synop,temps_present,24,,"Bruine ou pluie se congelant durant l'heure précédente, non au moment de l'observation"
synop,temps_present,25,,"Averses de pluie durant l'heure précédente, non au moment de l'observation"
synop,temps_present,26,,"Averses de neige durant l'heure précédente, non au moment de l'observation"
synop,temps_present,27,,"Averses de grêle durant l'heure précédente, non au moment de l'observation"
synop,temps_present,28,,"Brouillard durant l'heure précédente, non au moment de l'observation"
synop,temps_present,29,,"Orage durant l'heure précédente, non au moment de l'observation"
synop,temps_present,30,,"Tempête de poussière ou de sable faible ou modérée, ayant diminué"
synop,temps_present,31,,"Tempête de poussière ou de sable faible ou modérée, sans changement"
synop,temps_present,32,,"Tempête de poussière ou de sable faible ou modérée, ayant commencé ou augmenté"
synop,temps_present,33,,"Forte tempête de poussière ou de sable, ayant diminué"
synop,temps_present,34,,"Forte tempête de poussière ou de sable, sans changement"
synop,temps_present,35,,"Forte tempête de poussière ou de sable, ayant commencé ou augmenté"
synop,temps_present,36,,"Chasse-neige faible ou modérée, basse"
synop,temps_present,37,,"Forte chasse-neige, basse"
synop,temps_present,38,,"Chasse-neige faible ou modérée, élevée"
synop,temps_present,39,,"Forte chasse-neige, élevée"
synop,temps_present,40,,"Brouillard à distance, non à la station, durant l'heure précédente"
synop,temps_present,41,,Brouillard en bancs
synop,temps_present,42,,"Brouillard, ciel visible, ayant diminué durant l'heure précédente"
synop,temps_present,43,,"Brouillard, ciel invisible, ayant diminué durant l'heure précédente"
synop,temps_present,44,,"Brouillard, ciel visible, sans changement durant l'heure précédente"
synop,temps_present,45,,"Brouillard, ciel invisible, sans changement durant l'heure précédente"
synop,temps_present,46,,"Brouillard, ciel visible, ayant commencé ou augmenté durant l'heure précédente"
synop,temps_present,47,,"Brouillard, ciel invisible, ayant commencé ou augmenté durant l'heure précédente"
synop,temps_present,48,,"Brouillard givrant, ciel visible"
synop,temps_present,49,,"Brouillard givrant, ciel invisible"
synop,temps_present,50,,Bruine intermittente faible au moment de l'observation
synop,temps_present,51,,Bruine continue faible au moment de l'observation
synop,temps_present,52,,Bruine intermittente modérée au moment de l'observation
synop,temps_present,53,,Bruine continue modérée au moment de l'observation
synop,temps_present,54,,Bruine intermittente forte au moment de l'observation
synop,temps_present,55,,Bruine continue forte au moment de l'observation
synop,temps_present,56,,"Bruine se congelant, faible"
synop,temps_present,57,,"Bruine se congelant, modérée ou forte"
synop,temps_present,58,,"Bruine et pluie, faibles"
synop,temps_present,59,,"Bruine et pluie, modérées ou fortes"
synop,temps_present,60,,Pluie intermittente faible au moment de l'observation
synop,temps_present,61,,Pluie continue faible au moment de l'observation
synop,temps_present,62,,Pluie intermittente modérée au moment de l'observation
synop,temps_present,63,,Pluie continue modérée au moment de l'observation
synop,temps_present,64,,Pluie intermittente forte au moment de l'observation
synop,temps_present,65,,Pluie continue forte au moment de l'observation
synop,temps_present,66,,"Pluie se congelant, faible"
synop,temps_present,67,,"Pluie se congelant, modérée ou forte"
synop,temps_present,68,,"Pluie ou bruine et neige mêlées, faibles"
synop,temps_present,69,,"Pluie ou bruine et neige mêlées, modérées ou fortes"
synop,temps_present,70,,"Chute intermittente de flocons de neige, faible"
synop,temps_present,71,,"Chute continue de flocons de neige, faible"
synop,temps_present,72,,"Chute intermittente de flocons de neige, modérée"
synop,temps_present,73,,"Chute continue de flocons de neige, modérée"
