name,bigquery_type,description,temporal_coverage,covered_by_dictionary,directory_column,measurement_unit,has_sensitive_data,observations,original_name,description_en,description_es
year,INT64,Ano fiscal da instituição a que se referem os dados,,no,diretorios_data_tempo.ano:ano,year,no,"Coluna de partição. O ano fiscal varia por instituição; a Questão 17 do questionário registra o mês de encerramento, que não consta do arquivo de uso público",year,Institution fiscal year the data describe,Año fiscal de la institución al que se refieren los datos
institution_id,STRING,Código de identificação da instituição atribuído pelo NCSES,,no,,,no,Chamado 'fice' nos arquivos de 1972 a 2009 e 'inst_id' a partir de 2010; é o mesmo código nas duas eras,inst_id / fice,NCSES institution identification code,Código de identificación de la institución asignado por el NCSES
unitid,STRING,"Código de identificação da instituição no IPEDS (UNITID). Mesma chave das tabelas us_ed_ipeds e us_ed_college_scorecard; como em us_ed_ipeds o tipo é INT64, o cruzamento exige safe_cast(unitid as int64)",,no,diretorios_us.higher_education_institution:id_institution,,no,Presente na fonte a partir do ano fiscal de 2010. Para 1972-2009 é transportado do mesmo institution_id observado em 2010 ou depois; instituições que deixaram a pesquisa antes de 2010 ficam nulas,ipeds_unitid,"IPEDS institution identifier (UNITID). The same key as us_ed_ipeds and us_ed_college_scorecard; us_ed_ipeds types it INT64, so a join needs safe_cast(unitid as int64)","Código de identificación de la institución en IPEDS (UNITID). La misma clave que us_ed_ipeds y us_ed_college_scorecard; en us_ed_ipeds el tipo es INT64, por lo que el cruce exige safe_cast(unitid as int64)"
survey_form,STRING,Versão do questionário respondida pela instituição no ano,,yes,,,no,"O formulário curto existe a partir do ano fiscal de 2012, para instituições com menos de US$ 1 milhão em P&D total",(nome do arquivo),Questionnaire version the institution answered in the year,Versión del cuestionario respondida por la institución en el año
question_code,STRING,Código do item do questionário,,no,,,no,"O item 01.1 registra a composição dos recursos próprios da instituição, o item 05.1 a inclusão de ensaios clínicos no relatório do ano fiscal de 2009 e o item 13 os limites de capitalização",questionnaire_no,Questionnaire item code,Código del ítem del cuestionario
question,STRING,Assunto do item do questionário,,no,,,no,,question,Subject of the questionnaire item,Asunto del ítem del cuestionario
row_label,STRING,Rótulo da linha do item do questionário,,no,,,no,,row,Row label of the questionnaire item,Etiqueta de la fila del ítem del cuestionario
column_label,STRING,Rótulo da coluna do item do questionário,,no,,,no,"No ano fiscal de 2012 o item 01.1 foi respondido também para o ano fiscal de 2011, registrado nesta coluna",column,Column label of the questionnaire item,Etiqueta de la columna del ítem del cuestionario
response_code,STRING,"Resposta da instituição ao item, quando o item pede um código",,yes,,,no,Nulo nos itens cuja resposta é um valor monetário,data,"Institution's answer to the item, when the item asks for a code","Respuesta de la institución al ítem, cuando el ítem pide un código"
amount,FLOAT64,"Valor monetário informado no item, em dólares correntes",,no,,USD,no,"Preenchido apenas no item 13, que registra os limites de capitalização de equipamentos e de software. O NCSES publica o valor em milhares de dólares; aqui está multiplicado por mil",data,"Monetary value reported in the item, in current dollars","Valor monetario informado en el ítem, en dólares corrientes"
other_information,STRING,Informação complementar registrada pela instituição para o item,,no,,,no,"No item 01.1 traz o motivo de determinados tipos de recurso não terem sido incluídos. O campo de situação que a fonte publica ao lado deste item está vazio em todos os anos, por isso não foi incluído",othinfo,Additional information the institution recorded for the item,Información complementaria registrada por la institución para el ítem
