name,bigquery_type,description,temporal_coverage,covered_by_dictionary,directory_column,measurement_unit,has_sensitive_data,observations,original_name,description_en,description_es
year,INT64,Ano da doação,,no,diretorios_data_tempo.ano:ano,year,no,"Coluna de particionamento, derivada de date_received quando presente e, caso contrário, de date_made; as duas datas nunca estão ausentes ao mesmo tempo.",,Year of the donation,Año de la donación
donation_id,STRING,Identificador da doação atribuído pelo registro de doações da VEC,,no,,,no,"Chave da tabela. É o identificador que o registro atribui ao lançamento, e não colide entre os dois portais em que o registro está dividido.",,Identifier of the donation assigned by the VEC donation register,Identificador de la donación asignado por el registro de donaciones de la VEC
date_made,DATE,Data em que a doação foi feita,,no,,,no,"Ausente nos 269 lançamentos cujo lado do doador não está reconciliado; o registro registra uma doação tanto pelo doador quanto pelo beneficiário, e um lado não reconciliado não fornece data.",,Date the donation was made,Fecha en que se realizó la donación
date_received,DATE,Data em que a doação foi recebida,,no,,,no,"Ausente nos 70 lançamentos cujo lado do beneficiário não está reconciliado. Os lançamentos declarados antes de 1º de julho de 2020 trazem uma única data de doação, publicada aqui como date_received.",,Date the donation was received,Fecha en que se recibió la donación
donor_id,STRING,Identificador do doador atribuído pelo registro de doações da VEC,,no,,,no,"O registro atribui a cada doador e a cada beneficiário um identificador estável, de modo que as doações podem ser vinculadas entre anos sem cruzamento de texto livre; cerca de 2.813 doadores distintos aparecem, e o identificador é estável entre os dois portais em que o registro está dividido.",,Identifier of the donor assigned by the VEC donation register,Identificador del donante asignado por el registro de donaciones de la VEC
donor_name,STRING,Nome do doador,,no,,,no,,,Name of the donor,Nombre del donante
donor_suburb,STRING,Subúrbio do doador,,no,,,no,,,Suburb of the donor,Suburbio del donante
donor_state,STRING,Estado ou território do doador,,no,,,no,,,State or territory of the donor,Estado o territorio del donante
recipient_id,STRING,Identificador do beneficiário atribuído pelo registro de doações da VEC,,no,,,no,"Cerca de 164 beneficiários distintos, compostos por pessoas candidatas, partidos políticos registrados e entidades nomeadas.",,Identifier of the recipient assigned by the VEC donation register,Identificador del beneficiario asignado por el registro de donaciones de la VEC
recipient_name,STRING,Nome do beneficiário da doação,,no,,,no,,,Name of the recipient of the donation,Nombre del beneficiario de la donación
recipient_party_id,STRING,Identificador do partido político registrado ao qual a doação é atribuída,,no,,,no,Cerca de 22 partidos registrados distintos; igual a recipient_id quando o próprio beneficiário é o partido registrado.,,Identifier of the registered political party the donation is attributed to,Identificador del partido político registrado al que se atribuye la donación
recipient_party_name,STRING,Nome do partido político registrado ao qual a doação é atribuída,,no,,,no,,,Name of the registered political party the donation is attributed to,Nombre del partido político registrado al que se atribuye la donación
gift_value,FLOAT64,Valor da doação em dólares australianos,,no,,AUD,no,,,Value of the donation in Australian dollars,Valor de la donación en dólares australianos
donation_type,STRING,Tipo da doação,,yes,,,no,"Assume os valores money, service, property e loan.",,Type of the donation,Tipo de la donación
disclosure_status,STRING,Situação de reconciliação da declaração da doação,,yes,,,no,"Assume os valores reconciled, donor_unreconciled e recipient_unreconciled. Uma doação é declarada tanto pelo doador quanto pelo beneficiário; um status não reconciliado significa que apenas um dos lados a declarou, e a data do lado ausente é nula.",,Reconciliation status of the donation disclosure,Situación de reconciliación de la declaración de la donación
electorate_name,STRING,Nome do distrito eleitoral ao qual a doação é atribuída,,no,,,no,"Preenchida em uma minoria dos lançamentos, 703 de 4.374.",,Name of the electorate the donation is attributed to,Nombre del distrito electoral al que se atribuye la donación
