name,bigquery_type,description,temporal_coverage,covered_by_dictionary,directory_column,measurement_unit,has_sensitive_data,observations,original_name,description_en,description_es
year,INT64,Ano do evento eleitoral,,no,br_bd_diretorios_data_tempo.ano:ano,year,no,Coluna de particionamento. Vários eventos eleitorais podem compartilhar o mesmo ano.,,Year of the electoral event,Año del evento electoral
election_id,STRING,Identificador do evento eleitoral atribuído pela ECQ,,no,,,no,"Chave estrangeira para a tabela election, presente em todas as tabelas de resultados.",electionId,ECQ identifier of the electoral event,Identificador del evento electoral asignado por la ECQ
voting_centre_id,STRING,Identificador do local de votação atribuído pela ECQ,,no,,,no,,venueId,ECQ identifier of the voting centre,Identificador del local de votación asignado por la ECQ
state_electoral_division_id,STRING,Código do distrito eleitoral estadual no padrão ASGS 2021 do ABS,,no,br_bd_diretorios_au.state_electoral_division_2021:id_state_electoral_division,,no,Os 93 distritos estaduais de Queensland presentes na cobertura de 2020 a 2026 correspondem exatamente à vintage 2021 do ASGS. Nulo nas disputas de governo local.,,Australian Statistical Geography Standard 2021 code of the state electoral division,Código del distrito electoral estatal en el estándar ASGS 2021 del ABS
district_name,STRING,Nome do distrito atendido pelo local de votação,,no,,,no,"O grão da tabela é uma linha por evento eleitoral, local de votação e distrito atendido: um local que atende dois distritos aparece duas vezes.",,Name of the district served by the voting centre,Nombre del distrito atendido por el local de votación
voting_centre_name,STRING,Nome do local de votação,,no,,,no,,venueName,Name of the voting centre,Nombre del local de votación
building_name,STRING,Nome do estabelecimento que sedia o local de votação,,no,,,no,,buildingName,Name of the building hosting the voting centre,Nombre del establecimiento que alberga el local de votación
street_number,STRING,Número do endereço do local de votação,,no,,,no,Publicado como texto: pode conter letras e intervalos.,streetNumber,Street number of the voting centre address,Número de la dirección del local de votación
street_name,STRING,Logradouro do local de votação,,no,,,no,,streetName,Street name of the voting centre address,Calle del local de votación
locality,STRING,Localidade ou bairro do local de votação,,no,,,no,,locality,Locality or suburb of the voting centre,Localidad o barrio del local de votación
postcode,STRING,Código postal do local de votação,,no,,,no,"Código postal, não uma quantidade; publicado como texto.",postcode,Postcode of the voting centre,Código postal del local de votación
state_abbreviation,STRING,Sigla do estado ou território do local de votação,,no,br_bd_diretorios_au.state:abbreviation,,no,,state,State or territory abbreviation of the voting centre,Sigla del estado o territorio del local de votación
latitude,FLOAT64,Latitude do local de votação,,no,,degree,no,,latitude,Latitude of the voting centre,Latitud del local de votación
longitude,FLOAT64,Longitude do local de votação,,no,,degree,no,,longitude,Longitude of the voting centre,Longitud del local de votación
joint_type,STRING,Papel do local de votação quando ele é compartilhado entre distritos,,yes,,,no,"Assume os valores Host e Guest, que marcam locais compartilhados entre distritos. Nulo quando o local não é compartilhado.",jointType,Role of the voting centre when it is shared between districts,Papel del local de votación cuando se comparte entre distritos
is_abolished,STRING,Indica se o local de votação foi extinto,,yes,,,no,Assume os valores yes e no.,abolished,Whether the voting centre has been abolished,Indica si el local de votación fue suprimido
