name	bigquery_type	description_pt	description_en	description_es	temporal_coverage	covered_by_dictionary	directory_column	measurement_unit	has_sensitive_data	observations_pt	observations_en	observations_es	original_name
year	INT64	Ano-calendário do início do evento	Calendar year in which the event began	Año calendario en que comenzó el evento		no	diretorios_data_tempo.ano:ano	year	no	Coluna de particionamento; corresponde ao ano do arquivo anual de origem	Partition column; matches the year of the source annual file	Columna de particionamiento; coincide con el año del archivo anual de origen	YEAR
month	INT64	Mês-calendário do início do evento	Calendar month in which the event began	Mes calendario en que comenzó el evento		no	diretorios_data_tempo.mes:mes	month	no				BEGIN_YEARMONTH
event_id	STRING	Identificador do evento atribuído pelo NWS	Event identifier assigned by the NWS	Identificador del evento asignado por el NWS		no			no	Chave primária lógica da tabela e chave de ligação com fatality e event_location; único em todo o período	Logical primary key of the table and the join key to fatality and event_location; unique across the whole record	Clave primaria lógica de la tabla y clave de unión con fatality y event_location; único en todo el período	EVENT_ID
episode_id	STRING	Identificador do episódio a que o evento pertence, atribuído pelo NWS	Identifier of the episode the event belongs to, assigned by the NWS	Identificador del episodio al que pertenece el evento, asignado por el NWS		no			no	Um episódio agrupa eventos de um mesmo sistema meteorológico. Vazio em 232.245 registros, praticamente todos anteriores a 1996, quando o conceito de episódio ainda não era registrado	An episode groups events from the same weather system. Empty on 232,245 records, almost all before 1996, when the episode concept was not yet recorded	Un episodio agrupa eventos de un mismo sistema meteorológico. Vacío en 232.245 registros, casi todos anteriores a 1996, cuando el concepto de episodio aún no se registraba	EPISODE_ID
state_id	STRING	Código FIPS de duas posições do estado, território ou distrito onde o evento ocorreu	Two-digit FIPS code of the state, territory or district where the event occurred	Código FIPS de dos posiciones del estado, territorio o distrito donde ocurrió el evento		no	diretorios_us.state:id_state		no	Derivado de state_fips_nws. O NWS usa códigos próprios para os territórios (99 Porto Rico, 98 Guam, 97 Samoa Americana, 96 Ilhas Virgens), convertidos aqui para os códigos FIPS reais (72, 66, 60, 78). Nulo nas 51.642 linhas de zonas marítimas e dos Grandes Lagos, que não são estados e não possuem código FIPS	Derived from state_fips_nws. The NWS uses its own codes for the territories (99 Puerto Rico, 98 Guam, 97 American Samoa, 96 Virgin Islands), converted here to the real FIPS codes (72, 66, 60, 78). Null on the 51,642 marine and Great Lakes zone rows, which are not states and have no FIPS code	Derivado de state_fips_nws. El NWS usa códigos propios para los territorios (99 Puerto Rico, 98 Guam, 97 Samoa Americana, 96 Islas Vírgenes), convertidos aquí a los códigos FIPS reales (72, 66, 60, 78). Nulo en las 51.642 filas de zonas marítimas y de los Grandes Lagos, que no son estados y no tienen código FIPS	STATE_FIPS
county_id	STRING	Código FIPS de cinco posições do condado onde o evento ocorreu	Five-digit FIPS code of the county where the event occurred	Código FIPS de cinco posiciones del condado donde ocurrió el evento		no	diretorios_us.county:id_county		no	Preenchido apenas quando cz_type = C, ou seja, quando cz_fips é de fato um código de condado: 1.301.381 dos 2.041.816 eventos. Nas demais linhas cz_fips identifica uma zona de previsão (Z) ou marítima (M) e não há condado. Dos códigos formados, 99,51% constam do diretório br_bd_diretorios_us.county; os 6.379 restantes são códigos históricos ou de zona, com destaque para os condados de Connecticut (09001 a 09015), que a fonte segue usando embora o diretório traga apenas as regiões de planejamento adotadas em 2022	Populated only when cz_type = C, that is, when cz_fips really is a county code: 1,301,381 of 2,041,816 events. On the remaining rows cz_fips identifies a forecast (Z) or marine (M) zone and there is no county. Of the codes built, 99.51% are present in the br_bd_diretorios_us.county directory; the remaining 6,379 are historical or zone codes, chiefly the Connecticut counties (09001 to 09015), which the source still uses although the directory carries only the planning regions adopted in 2022	Completado solo cuando cz_type = C, es decir, cuando cz_fips es efectivamente un código de condado: 1.301.381 de 2.041.816 eventos. En las demás filas cz_fips identifica una zona de pronóstico (Z) o marítima (M) y no hay condado. De los códigos formados, 99,51% constan en el directorio br_bd_diretorios_us.county; los 6.379 restantes son códigos históricos o de zona, en particular los condados de Connecticut (09001 a 09015), que la fuente sigue usando aunque el directorio traiga solo las regiones de planificación adoptadas en 2022	CZ_FIPS
state_name	STRING	Nome do estado, território ou zona marítima onde o evento ocorreu, conforme publicado	Name of the state, territory or marine zone where the event occurred, as published	Nombre del estado, territorio o zona marítima donde ocurrió el evento, tal como se publica		no			no	Preservado exatamente como publicado, em caixa alta. Além dos estados e territórios, inclui 14 zonas de água — GULF OF MEXICO, ATLANTIC NORTH, ATLANTIC SOUTH, E PACIFIC, os cinco Grandes Lagos, LAKE ST CLAIR, ST LAWRENCE R, GULF OF ALASKA, HAWAII WATERS e GUAM WATERS	Preserved exactly as published, in upper case. Besides the states and territories it includes 14 water zones — GULF OF MEXICO, ATLANTIC NORTH, ATLANTIC SOUTH, E PACIFIC, the five Great Lakes, LAKE ST CLAIR, ST LAWRENCE R, GULF OF ALASKA, HAWAII WATERS and GUAM WATERS	Preservado exactamente como se publica, en mayúsculas. Además de los estados y territorios, incluye 14 zonas de agua — GULF OF MEXICO, ATLANTIC NORTH, ATLANTIC SOUTH, E PACIFIC, los cinco Grandes Lagos, LAKE ST CLAIR, ST LAWRENCE R, GULF OF ALASKA, HAWAII WATERS y GUAM WATERS	STATE
state_fips_nws	STRING	Código de estado atribuído pelo NWS, conforme publicado	State code assigned by the NWS, as published	Código de estado asignado por el NWS, tal como se publica		no			no	Coincide com o código FIPS nos 50 estados e no Distrito de Columbia, mas não nos territórios nem nas zonas marítimas. Mantido ao lado de state_id para que o valor de origem não se perca	Matches the FIPS code for the 50 states and the District of Columbia, but not for the territories or the marine zones. Kept alongside state_id so the source value is not lost	Coincide con el código FIPS en los 50 estados y en el Distrito de Columbia, pero no en los territorios ni en las zonas marítimas. Mantenido junto a state_id para que el valor de origen no se pierda	STATE_FIPS
cz_type	STRING	Indica se o evento foi registrado por condado (C), por zona de previsão do NWS (Z) ou por zona marítima (M)	Indicates whether the event was recorded by county (C), by NWS forecast zone (Z) or by marine zone (M)	Indica si el evento se registró por condado (C), por zona de pronóstico del NWS (Z) o por zona marítima (M)		yes			no	Determina como cz_fips deve ser lido e é a condição para county_id ser preenchido. Uma linha de 1996 traz o valor 5, ausente do vocabulário e preservado como publicado	Determines how cz_fips is to be read and is the condition for county_id to be populated. One 1996 row carries the value 5, absent from the vocabulary and preserved as published	Determina cómo debe leerse cz_fips y es la condición para que county_id se complete. Una fila de 1996 trae el valor 5, ausente del vocabulario y preservado tal como se publica	CZ_TYPE
cz_fips	STRING	Código do condado ou da zona de previsão onde o evento ocorreu, conforme publicado	Code of the county or forecast zone where the event occurred, as published	Código del condado o de la zona de pronóstico donde ocurrió el evento, tal como se publica		no			no	Código de condado quando cz_type = C e número de zona do NWS quando cz_type = Z ou M. O valor 0 aparece em 1.667 registros e indica ocorrência de âmbito estadual, sem condado	County code when cz_type = C and NWS zone number when cz_type = Z or M. The value 0 appears on 1,667 records and marks a state-wide occurrence with no county	Código de condado cuando cz_type = C y número de zona del NWS cuando cz_type = Z o M. El valor 0 aparece en 1.667 registros e indica una ocurrencia de ámbito estatal, sin condado	CZ_FIPS
